Txn Date,Value Date,Description,Debit Amount,Credit Amount,Balance
13/10/2022,14/10/2022,UPI/CR/437173599323/GOPAL VERMA/ICIC0272108/gopal522@oksbi,,11200.00,943011.89
13/10/2022,14/10/2022,UPI/DR/268181208972/MOHAMMED IRFAN/ICIC0272108/mohammed373@ybl,3499.00,,939512.89
13/10/2022,14/10/2022,NEFT/94256075/PRIYA NAIR/ICIC0272108/96356282619595,,2500.00,942012.89
14/10/2022,14/10/2022,UPI/DR/292381263471/ANITHA KRISHNAN/ICIC0272108/anitha965@ybl,1250.00,,940762.89
14/10/2022,14/10/2022,UPI/DR/12598873/GANESH KUMAR/ICIC0272108/ganesh673@oksbi,120.00,,940642.89
14/10/2022,14/10/2022,NEFT/14298124/KAVITHA RAO/ICIC0272108/10348919690092,,850.00,941492.89
14/10/2022,14/10/2022,CHQ NO 652663 CLEARING,310.00,,941182.89
15/10/2022,15/10/2022,UPI/DR/36578632/KAVYA REDDY/ICIC0272108/kavya558@okaxis,449.00,,940733.89
15/10/2022,16/10/2022,NEFT/73566871/PRIYA NAIR/ICIC0272108/79470859837419,,2500.00,943233.89
15/10/2022,15/10/2022,UPI/DR/6488382396/KARTHIK MENON/ICIC0272108/karthik829@oksbi,850.00,,942383.89
15/10/2022,15/10/2022,ATM/WDL/54882730/CANARA ATM MYSURU,7800.00,,934583.89
15/10/2022,16/10/2022,UPI/CR/92415778/VIKRAM NAIR/ICIC0272108/vikram750@okaxis,,24000.00,958583.89
15/10/2022,16/10/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,959783.89
16/10/2022,16/10/2022,NEFT/6384925332/ARCHANA PILLAI/ICIC0272108/03066479745706,,4800.00,964583.89
16/10/2022,16/10/2022,CHQ NO 245465 CLEARING,3499.00,,961084.89
16/10/2022,16/10/2022,NEFT/526819190329/ARCHANA PILLAI/ICIC0272108/01846823673194,,2500.00,963584.89
17/10/2022,17/10/2022,NEFT/360324630530/SUNIL YADAV/ICIC0272108/46719942325132,,18500.00,982084.89
17/10/2022,17/10/2022,CHQ NO 417438 CLEARING,249.00,,981835.89
17/10/2022,17/10/2022,NEFT/562223299739/RAJESH VERMA/ICIC0272108/80434617074234,,2500.00,984335.89
18/10/2022,18/10/2022,CHQ NO 678998 CLEARING,1680.00,,982655.89
19/10/2022,19/10/2022,UPI/DR/79647066/SUSHMA RAO/ICIC0272108/sushma370@oksbi,120.00,,982535.89
19/10/2022,20/10/2022,UPI/DR/044926700253/USHA RANI/ICIC0272108/usha60@ybl,120.00,,982415.89
19/10/2022,19/10/2022,UPI/DR/455184049847/PADMA RAO/ICIC0272108/padma275@ybl,49.00,,982366.89
19/10/2022,19/10/2022,IMPS/P2P/696900853349/FATIMA SHEIKH/9144270138,,32000.00,1014366.89
20/10/2022,21/10/2022,UPI/DR/3082067376/KAVYA REDDY/ICIC0272108/kavya517@okhdfc,449.00,,1013917.89
20/10/2022,20/10/2022,UPI/DR/8360231693/SHEELA DEVI/ICIC0272108/sheela772@oksbi,1680.00,,1012237.89
20/10/2022,20/10/2022,UPI/DR/1506256013/MOHAN DAS/ICIC0272108/mohan734@okhdfc,999.00,,1011238.89
21/10/2022,21/10/2022,UPI/DR/338463766271/KAVERI MENON/ICIC0272108/kaveri841@ybl,850.00,,1010388.89
21/10/2022,22/10/2022,UPI/DR/142593251113/SHAHID KHAN/ICIC0272108/shahid460@oksbi,3499.00,,1006889.89
22/10/2022,23/10/2022,CHQ NO 247121 CLEARING,5200.00,,1001689.89
22/10/2022,23/10/2022,IMPS/P2P/8556473609/MEERA PILLAI/9551973692,,4800.00,1006489.89
23/10/2022,23/10/2022,UPI/DR/54591638/DIVYA MENON/ICIC0272108/divya932@paytm,449.00,,1006040.89
23/10/2022,23/10/2022,UPI/DR/6811645050/TARA SINGH/ICIC0272108/tara618@okaxis,699.00,,1005341.89
23/10/2022,23/10/2022,UPI/DR/81252826/MEERA PILLAI/ICIC0272108/meera33@paytm,249.00,,1005092.89
23/10/2022,23/10/2022,UPI/DR/832472643527/SURESH NAIR/ICIC0272108/suresh223@okaxis,1250.00,,1003842.89
23/10/2022,23/10/2022,UPI/CR/3600930997/MALLIKA DAS/ICIC0272108/mallika537@paytm,,2500.00,1006342.89
24/10/2022,25/10/2022,UPI/DR/39811255/PRIYA NAIR/ICIC0272108/priya994@okaxis,310.00,,1006032.89
24/10/2022,24/10/2022,UPI/DR/27447312/DEEPAK JOSHI/ICIC0272108/deepak691@paytm,999.00,,1005033.89
25/10/2022,25/10/2022,UPI/CR/641000877498/MALLIKA DAS/ICIC0272108/mallika968@okhdfc,,2500.00,1007533.89
25/10/2022,25/10/2022,UPI/CR/49386371/HARISH MENON/ICIC0272108/harish611@paytm,,11200.00,1018733.89
26/10/2022,27/10/2022,CHQ NO 404321 CLEARING,850.00,,1017883.89
27/10/2022,27/10/2022,NEFT/1985017753/DEEPA NAIR/ICIC0272108/09732511968243,2380.00,,1015503.89
27/10/2022,27/10/2022,UPI/DR/584050353221/RAMESH GOWDA/ICIC0272108/ramesh797@okhdfc,249.00,,1015254.89
27/10/2022,27/10/2022,UPI/CR/13397342/DEEPAK JOSHI/ICIC0272108/deepak913@oksbi,,18500.00,1033754.89
27/10/2022,28/10/2022,UPI/CR/1527467103/SURESH NAIR/ICIC0272108/suresh39@okaxis,,7600.00,1041354.89
28/10/2022,28/10/2022,UPI/CR/20585676/PREETHI IYER/ICIC0272108/preethi332@oksbi,,500.00,1041854.89
28/10/2022,29/10/2022,UPI/DR/37579652/GEETA DEVI/ICIC0272108/geeta896@oksbi,2380.00,,1039474.89
28/10/2022,29/10/2022,UPI/DR/22336813/NAVEEN KUMAR/ICIC0272108/naveen19@okhdfc,449.00,,1039025.89
29/10/2022,29/10/2022,UPI/DR/733889401702/TANVI RAO/ICIC0272108/tanvi176@okhdfc,850.00,,1038175.89
29/10/2022,29/10/2022,ATM/WDL/567802551271/HDFC ATM KORAMANGALA,850.00,,1037325.89
29/10/2022,30/10/2022,CHQ NO 655318 CLEARING,7800.00,,1029525.89
30/10/2022,30/10/2022,UPI/CR/937109955482/SHEELA DEVI/ICIC0272108/sheela372@okaxis,,7600.00,1037125.89
30/10/2022,30/10/2022,UPI/DR/42102948/KIRAN REDDY/ICIC0272108/kiran991@okhdfc,999.00,,1036126.89
30/10/2022,30/10/2022,UPI/DR/12300451/KAVITHA RAO/ICIC0272108/kavitha913@oksbi,7800.00,,1028326.89
31/10/2022,31/10/2022,CHQ NO 277059 CLEARING,999.00,,1027327.89
01/11/2022,01/11/2022,UPI/DR/91502678/DEEPA NAIR/ICIC0272108/deepa681@paytm,2380.00,,1024947.89
01/11/2022,01/11/2022,UPI/DR/21194694/KAVERI MENON/ICIC0272108/kaveri988@okhdfc,699.00,,1024248.89
01/11/2022,02/11/2022,UPI/DR/122414885684/FARHAN KHAN/ICIC0272108/farhan333@paytm,449.00,,1023799.89
02/11/2022,02/11/2022,IMPS/P2P/563801645209/DEEPAK JOSHI/8645115662,,1200.00,1024999.89
03/11/2022,04/11/2022,UPI/CR/7379186468/SUNIL YADAV/ICIC0272108/sunil676@ybl,,18500.00,1043499.89
03/11/2022,03/11/2022,UPI/DR/19076954/KAVYA REDDY/ICIC0272108/kavya590@okaxis,310.00,,1043189.89
03/11/2022,04/11/2022,ATM/WDL/902568526013/SBI ATM JAYANAGAR BLR,1250.00,,1041939.89
03/11/2022,03/11/2022,UPI/DR/742435751633/TANVI RAO/ICIC0272108/tanvi956@okaxis,850.00,,1041089.89
04/11/2022,04/11/2022,ATM/WDL/803648134773/CANARA ATM MYSURU,1250.00,,1039839.89
04/11/2022,04/11/2022,UPI/DR/042912047107/FATIMA SHEIKH/ICIC0272108/fatima826@okhdfc,49.00,,1039790.89
04/11/2022,05/11/2022,NEFT/76972799/KARTHIK MENON/ICIC0272108/18328315282231,,2500.00,1042290.89
05/11/2022,05/11/2022,ATM/WDL/315676846644/CANARA ATM MYSURU,1250.00,,1041040.89
05/11/2022,05/11/2022,IMPS/P2P/84030228/ANAND KUMAR/8316338796,,18500.00,1059540.89
05/11/2022,05/11/2022,UPI/CR/561097415190/LAKSHMI VENKAT/ICIC0272108/lakshmi469@paytm,,850.00,1060390.89
05/11/2022,05/11/2022,ATM/WDL/29737630/HDFC ATM KORAMANGALA,49.00,,1060341.89
05/11/2022,06/11/2022,CHQ NO 828513 CLEARING,120.00,,1060221.89
06/11/2022,06/11/2022,NEFT/95137243/TARA SINGH/ICIC0272108/34514815656905,,2500.00,1062721.89
06/11/2022,07/11/2022,UPI/DR/815845690374/TARA SINGH/ICIC0272108/tara434@ybl,310.00,,1062411.89
07/11/2022,08/11/2022,UPI/CR/530891918514/SHEELA DEVI/ICIC0272108/sheela442@paytm,,4800.00,1067211.89
07/11/2022,07/11/2022,ATM/WDL/488724137865/HDFC ATM KORAMANGALA,7800.00,,1059411.89
07/11/2022,08/11/2022,UPI/DR/483983416946/DEEPAK JOSHI/ICIC0272108/deepak445@okhdfc,249.00,,1059162.89
07/11/2022,07/11/2022,UPI/DR/183531176135/NIKHIL GUPTA/ICIC0272108/nikhil564@okhdfc,850.00,,1058312.89
08/11/2022,08/11/2022,UPI/DR/7076736210/LAKSHMI VENKAT/ICIC0272108/lakshmi853@okhdfc,3499.00,,1054813.89
09/11/2022,09/11/2022,UPI/CR/410239965469/SNEHA PATIL/ICIC0272108/sneha155@okhdfc,,500.00,1055313.89
09/11/2022,09/11/2022,UPI/DR/93275630/BABU LAL/ICIC0272108/babu714@paytm,5200.00,,1050113.89
09/11/2022,09/11/2022,NEFT/2004540046/SUNITA DEVI/ICIC0272108/21621316562227,120.00,,1049993.89
09/11/2022,09/11/2022,UPI/DR/45093512/CHANDAN SHARMA/ICIC0272108/chandan480@paytm,79.00,,1049914.89
10/11/2022,10/11/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,1050764.89
10/11/2022,10/11/2022,NEFT/43093022/LALITHA DEVI/ICIC0272108/17918633340641,120.00,,1050644.89
10/11/2022,10/11/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,1051494.89
10/11/2022,10/11/2022,IMPS/P2P/33223400/MEENA IYER/7896080479,,7600.00,1059094.89
11/11/2022,11/11/2022,NEFT/344760474267/SNEHA PATIL/ICIC0272108/86787325590567,,7600.00,1066694.89
11/11/2022,11/11/2022,NEFT/3494351752/IMRAN KHAN/ICIC0272108/74751295516265,449.00,,1066245.89
11/11/2022,12/11/2022,IMPS/P2P/3675881415/GOPAL VERMA/8358006071,,2500.00,1068745.89
11/11/2022,11/11/2022,NEFT/930781544870/ARJUN MEHTA/ICIC0272108/14952002456157,,24000.00,1092745.89
12/11/2022,12/11/2022,NEFT/696931389707/ANAND KUMAR/ICIC0272108/06135063726902,249.00,,1092496.89
12/11/2022,12/11/2022,NEFT/183407032302/REKHA PILLAI/ICIC0272108/95515113519574,,850.00,1093346.89
12/11/2022,12/11/2022,CHQ NO 137516 CLEARING,249.00,,1093097.89
12/11/2022,13/11/2022,NEFT/769280171026/RESHMA KHAN/ICIC0272108/51239722026803,,500.00,1093597.89
12/11/2022,12/11/2022,CHQ NO 441411 CLEARING,120.00,,1093477.89
13/11/2022,13/11/2022,UPI/DR/7965219584/RANJIT SINGH/ICIC0272108/ranjit133@okaxis,310.00,,1093167.89
13/11/2022,13/11/2022,ATM/WDL/912005421903/CANARA ATM MYSURU,1680.00,,1091487.89
13/11/2022,13/11/2022,ATM/WDL/12116467/CANARA ATM MYSURU,7800.00,,1083687.89
14/11/2022,14/11/2022,UPI/DR/763244796642/GANESH KUMAR/ICIC0272108/ganesh293@ybl,7800.00,,1075887.89
14/11/2022,15/11/2022,UPI/DR/68848538/IMRAN KHAN/ICIC0272108/imran860@oksbi,2380.00,,1073507.89
14/11/2022,14/11/2022,UPI/CR/0258360033/ARJUN MEHTA/ICIC0272108/arjun158@okhdfc,,24000.00,1097507.89
14/11/2022,14/11/2022,CHQ NO 066286 CLEARING,5200.00,,1092307.89
15/11/2022,16/11/2022,NEFT/52243277/RESHMA KHAN/ICIC0272108/22936635543436,49.00,,1092258.89
15/11/2022,15/11/2022,UPI/CR/598648109494/KAVERI MENON/ICIC0272108/kaveri465@oksbi,,4800.00,1097058.89
15/11/2022,15/11/2022,NEFT/6860582994/KAVITHA RAO/ICIC0272108/99667343725524,2380.00,,1094678.89
15/11/2022,15/11/2022,UPI/DR/414966596241/TARA SINGH/ICIC0272108/tara668@okaxis,999.00,,1093679.89
15/11/2022,15/11/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,1096179.89
15/11/2022,15/11/2022,ATM/WDL/1694105803/CANARA ATM MYSURU,49.00,,1096130.89
15/11/2022,15/11/2022,NEFT/60935006/NIKHIL GUPTA/ICIC0272108/86120444500368,2380.00,,1093750.89
16/11/2022,16/11/2022,UPI/DR/969579311583/GANESH KUMAR/ICIC0272108/ganesh721@paytm,7800.00,,1085950.89
16/11/2022,17/11/2022,UPI/DR/18247816/SUNITA DEVI/ICIC0272108/sunita387@oksbi,699.00,,1085251.89
16/11/2022,16/11/2022,NEFT/33620041/NAVEEN KUMAR/ICIC0272108/64812305989637,699.00,,1084552.89
16/11/2022,17/11/2022,UPI/DR/8402085185/RANJIT SINGH/ICIC0272108/ranjit717@oksbi,1250.00,,1083302.89
16/11/2022,16/11/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,1094502.89
16/11/2022,16/11/2022,NEFT/7022804548/ANAND KUMAR/ICIC0272108/03678773505009,850.00,,1093652.89
17/11/2022,17/11/2022,UPI/CR/5598392364/REKHA PILLAI/ICIC0272108/rekha882@oksbi,,500.00,1094152.89
18/11/2022,18/11/2022,NEFT/6006002178/LATHA MURTHY/ICIC0272108/31923141258071,,1200.00,1095352.89
18/11/2022,18/11/2022,IMPS/P2P/7713987685/SHEELA DEVI/9733734661,,11200.00,1106552.89
18/11/2022,18/11/2022,UPI/DR/7449954174/SMITHA PILLAI/ICIC0272108/smitha633@okaxis,699.00,,1105853.89
19/11/2022,19/11/2022,ATM/WDL/914582944315/CANARA ATM MYSURU,850.00,,1105003.89
20/11/2022,20/11/2022,ATM/WDL/86574250/CANARA ATM MYSURU,449.00,,1104554.89
20/11/2022,20/11/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,1128554.89
20/11/2022,20/11/2022,UPI/CR/085968173243/POOJA SHARMA/ICIC0272108/pooja642@okaxis,,24000.00,1152554.89
20/11/2022,20/11/2022,UPI/DR/13824304/LALITHA DEVI/ICIC0272108/lalitha732@oksbi,310.00,,1152244.89
20/11/2022,20/11/2022,UPI/DR/2610690800/KAVITHA RAO/ICIC0272108/kavitha442@paytm,999.00,,1151245.89
20/11/2022,21/11/2022,UPI/DR/044420966262/FARHAN KHAN/ICIC0272108/farhan414@ybl,120.00,,1151125.89
21/11/2022,21/11/2022,CHQ NO 893012 CLEARING,1680.00,,1149445.89
21/11/2022,22/11/2022,IMPS/P2P/730947501879/DEEPA NAIR/8237545528,,4800.00,1154245.89
22/11/2022,22/11/2022,NEFT/5659688792/ARJUN MEHTA/ICIC0272108/67018296263295,310.00,,1153935.89
23/11/2022,23/11/2022,UPI/DR/43490981/NIKHIL GUPTA/ICIC0272108/nikhil582@paytm,3499.00,,1150436.89
23/11/2022,23/11/2022,IMPS/P2P/24784537/KAVERI MENON/8851359018,,500.00,1150936.89
25/11/2022,25/11/2022,IMPS/P2P/6725022108/SNEHA PATIL/9380804703,,4800.00,1155736.89
25/11/2022,26/11/2022,UPI/DR/89633988/RANJIT SINGH/ICIC0272108/ranjit717@ybl,1250.00,,1154486.89
26/11/2022,26/11/2022,ATM/WDL/940391859833/HDFC ATM KORAMANGALA,3499.00,,1150987.89
26/11/2022,27/11/2022,UPI/CR/64334360/PRAKASH RAO/ICIC0272108/prakash438@oksbi,,24000.00,1174987.89
26/11/2022,26/11/2022,ATM/WDL/695941999852/HDFC ATM KORAMANGALA,249.00,,1174738.89
26/11/2022,26/11/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,1179538.89
26/11/2022,26/11/2022,UPI/DR/001360647475/IMRAN KHAN/ICIC0272108/imran119@paytm,999.00,,1178539.89
27/11/2022,27/11/2022,CHQ NO 592701 CLEARING,699.00,,1177840.89
28/11/2022,29/11/2022,ATM/WDL/25872942/HDFC ATM KORAMANGALA,79.00,,1177761.89
28/11/2022,28/11/2022,IMPS/P2P/019734912057/CHANDAN SHARMA/8770357164,,2500.00,1180261.89
28/11/2022,28/11/2022,ATM/WDL/8141592353/HDFC ATM KORAMANGALA,310.00,,1179951.89
28/11/2022,28/11/2022,CHQ NO 843493 CLEARING,7800.00,,1172151.89
28/11/2022,28/11/2022,NEFT/8188146990/KIRAN REDDY/ICIC0272108/17146644777984,2380.00,,1169771.89
28/11/2022,28/11/2022,UPI/DR/4258831928/FARHAN KHAN/ICIC0272108/farhan648@ybl,49.00,,1169722.89
29/11/2022,30/11/2022,UPI/DR/3789973839/SANJANA HEGDE/ICIC0272108/sanjana355@okaxis,7800.00,,1161922.89
29/11/2022,29/11/2022,UPI/DR/26061871/LATHA MURTHY/ICIC0272108/latha413@ybl,49.00,,1161873.89
30/11/2022,30/11/2022,UPI/DR/6383924805/HARISH MENON/ICIC0272108/harish887@paytm,449.00,,1161424.89
30/11/2022,30/11/2022,UPI/DR/363301950769/SHAHID KHAN/ICIC0272108/shahid101@okhdfc,49.00,,1161375.89
30/11/2022,30/11/2022,NEFT/0675850283/GANESH KUMAR/ICIC0272108/76999809984358,,850.00,1162225.89
30/11/2022,01/12/2022,IMPS/P2P/143885403523/SMITHA PILLAI/8533702206,,4800.00,1167025.89
30/11/2022,30/11/2022,UPI/DR/033021781437/DEEPA NAIR/ICIC0272108/deepa814@oksbi,999.00,,1166026.89
01/12/2022,01/12/2022,UPI/DR/99159727/NILESH KULKARNI/ICIC0272108/nilesh702@ybl,5200.00,,1160826.89
01/12/2022,01/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,1162026.89
01/12/2022,01/12/2022,UPI/DR/55911512/SUSHMA RAO/ICIC0272108/sushma662@okhdfc,3499.00,,1158527.89
01/12/2022,01/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,1182527.89
01/12/2022,01/12/2022,CHQ NO 962722 CLEARING,3499.00,,1179028.89
02/12/2022,02/12/2022,NEFT/46468401/PREETHI IYER/ICIC0272108/05049571183366,,11200.00,1190228.89
02/12/2022,02/12/2022,UPI/DR/648916259995/RAMESH GOWDA/ICIC0272108/ramesh736@ybl,449.00,,1189779.89
03/12/2022,04/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,1208279.89
03/12/2022,04/12/2022,ATM/WDL/6016064479/CANARA ATM MYSURU,2380.00,,1205899.89
03/12/2022,04/12/2022,UPI/DR/5248735244/KARTHIK MENON/ICIC0272108/karthik996@oksbi,999.00,,1204900.89
03/12/2022,03/12/2022,UPI/DR/89097519/SURESH NAIR/ICIC0272108/suresh72@okaxis,79.00,,1204821.89
04/12/2022,04/12/2022,NEFT/42069356/PREETHI IYER/ICIC0272108/90623678043538,,1200.00,1206021.89
04/12/2022,04/12/2022,ATM/WDL/9634166693/CANARA ATM MYSURU,449.00,,1205572.89
04/12/2022,05/12/2022,UPI/DR/3801820505/VIKRAM NAIR/ICIC0272108/vikram905@okhdfc,79.00,,1205493.89
05/12/2022,05/12/2022,ATM/WDL/23758916/CANARA ATM MYSURU,120.00,,1205373.89
05/12/2022,05/12/2022,NEFT/194629791160/SANTOSH KUMAR/ICIC0272108/85636140312849,120.00,,1205253.89
05/12/2022,05/12/2022,NEFT/62198606/SNEHA PATIL/ICIC0272108/89638689697194,5200.00,,1200053.89
05/12/2022,05/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,1232053.89
06/12/2022,07/12/2022,CHQ NO 609935 CLEARING,7800.00,,1224253.89
07/12/2022,08/12/2022,UPI/DR/231610670875/SAVITHA DEVI/ICIC0272108/savitha930@oksbi,850.00,,1223403.89
07/12/2022,07/12/2022,UPI/CR/7348478177/CHANDAN SHARMA/ICIC0272108/chandan682@okhdfc,,24000.00,1247403.89
08/12/2022,08/12/2022,NEFT/94233810/KARTHIK MENON/ICIC0272108/14598207465327,249.00,,1247154.89
09/12/2022,10/12/2022,NEFT/790923263530/HARISH MENON/ICIC0272108/42889412652432,,18500.00,1265654.89
09/12/2022,09/12/2022,UPI/DR/1947045507/REKHA PILLAI/ICIC0272108/rekha98@paytm,2380.00,,1263274.89
09/12/2022,10/12/2022,UPI/DR/240632927350/DEEPA NAIR/ICIC0272108/deepa890@okhdfc,310.00,,1262964.89
10/12/2022,11/12/2022,UPI/DR/724550369126/TANVI RAO/ICIC0272108/tanvi80@paytm,79.00,,1262885.89
10/12/2022,11/12/2022,UPI/DR/7103700390/RAJENDRA PRASAD/ICIC0272108/rajendra718@oksbi,2380.00,,1260505.89
10/12/2022,10/12/2022,ATM/WDL/49274400/HDFC ATM KORAMANGALA,999.00,,1259506.89
11/12/2022,12/12/2022,UPI/DR/60907105/SANJANA HEGDE/ICIC0272108/sanjana52@okhdfc,310.00,,1259196.89
11/12/2022,12/12/2022,ATM/WDL/769405449115/SBI ATM JAYANAGAR BLR,1680.00,,1257516.89
11/12/2022,11/12/2022,UPI/DR/37102767/SURESH BABU/ICIC0272108/suresh413@oksbi,310.00,,1257206.89
11/12/2022,12/12/2022,IMPS/P2P/50502444/ARCHANA PILLAI/8089659650,,4800.00,1262006.89
12/12/2022,12/12/2022,NEFT/0674204871/SANJANA HEGDE/ICIC0272108/29694526286386,,7600.00,1269606.89
12/12/2022,12/12/2022,UPI/DR/5983631534/FATIMA SHEIKH/ICIC0272108/fatima289@ybl,699.00,,1268907.89
12/12/2022,13/12/2022,UPI/DR/9444459767/FARHAN KHAN/ICIC0272108/farhan929@oksbi,49.00,,1268858.89
13/12/2022,13/12/2022,UPI/CR/95194291/SHEELA DEVI/ICIC0272108/sheela922@oksbi,,32000.00,1300858.89
13/12/2022,14/12/2022,ATM/WDL/37431137/SBI ATM JAYANAGAR BLR,1250.00,,1299608.89
14/12/2022,14/12/2022,UPI/DR/16055802/ROHIT SHARMA/ICIC0272108/rohit945@okhdfc,850.00,,1298758.89
14/12/2022,14/12/2022,UPI/DR/2128118417/ARCHANA PILLAI/ICIC0272108/archana289@ybl,79.00,,1298679.89
14/12/2022,14/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,1299879.89
15/12/2022,15/12/2022,UPI/DR/0176772930/USHA RANI/ICIC0272108/usha634@okaxis,249.00,,1299630.89
16/12/2022,17/12/2022,IMPS/P2P/40765594/DEEPA NAIR/7016908083,,850.00,1300480.89
17/12/2022,18/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,1318980.89
17/12/2022,17/12/2022,UPI/DR/91031636/LATHA MURTHY/ICIC0272108/latha203@paytm,699.00,,1318281.89
18/12/2022,18/12/2022,IMPS/P2P/898714112264/TARA SINGH/8098128700,,2500.00,1320781.89
18/12/2022,18/12/2022,UPI/DR/255106890562/RAMESH PILLAI/ICIC0272108/ramesh679@okhdfc,1680.00,,1319101.89
18/12/2022,18/12/2022,UPI/DR/654438326628/TARA SINGH/ICIC0272108/tara206@oksbi,49.00,,1319052.89
18/12/2022,19/12/2022,UPI/DR/7265939026/RAMESH GOWDA/ICIC0272108/ramesh376@oksbi,120.00,,1318932.89
18/12/2022,18/12/2022,NEFT/959208519782/SUNIL YADAV/ICIC0272108/23484949166697,3499.00,,1315433.89
18/12/2022,18/12/2022,IMPS/P2P/2901526800/MEERA PILLAI/9829410782,,1200.00,1316633.89
18/12/2022,18/12/2022,NEFT/90923071/HARISH MENON/ICIC0272108/87681434205092,699.00,,1315934.89
19/12/2022,19/12/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,1334434.89
19/12/2022,20/12/2022,UPI/DR/24924198/SURESH NAIR/ICIC0272108/suresh361@okaxis,449.00,,1333985.89
20/12/2022,20/12/2022,CHQ NO 359480 CLEARING,249.00,,1333736.89
20/12/2022,21/12/2022,UPI/DR/805143962853/VINAY PATIL/ICIC0272108/vinay526@paytm,2380.00,,1331356.89
20/12/2022,21/12/2022,UPI/DR/7243318864/LATHA MURTHY/ICIC0272108/latha314@okhdfc,3499.00,,1327857.89
20/12/2022,21/12/2022,CHQ NO 490464 CLEARING,699.00,,1327158.89
21/12/2022,22/12/2022,CHQ NO 064867 CLEARING,120.00,,1327038.89
21/12/2022,21/12/2022,NEFT/96390572/NILESH KULKARNI/ICIC0272108/42034309352839,,1200.00,1328238.89
22/12/2022,23/12/2022,UPI/DR/10719338/ANITHA KRISHNAN/ICIC0272108/anitha197@okaxis,850.00,,1327388.89
22/12/2022,22/12/2022,IMPS/P2P/6314227858/RAVI KUMAR SHARMA/8751939797,,11200.00,1338588.89
22/12/2022,22/12/2022,NEFT/280616854004/DEEPA NAIR/ICIC0272108/76886403422556,7800.00,,1330788.89
22/12/2022,22/12/2022,UPI/CR/399209179803/SNEHA PATIL/ICIC0272108/sneha408@ybl,,24000.00,1354788.89
23/12/2022,23/12/2022,UPI/DR/9946018556/HARISH MENON/ICIC0272108/harish326@paytm,79.00,,1354709.89
23/12/2022,24/12/2022,NEFT/51467795/DEEPAK JOSHI/ICIC0272108/88153886210840,999.00,,1353710.89
24/12/2022,24/12/2022,UPI/DR/6209878493/BINDHU NAIR/ICIC0272108/bindhu59@okaxis,850.00,,1352860.89
24/12/2022,24/12/2022,UPI/DR/22893079/ARJUN MEHTA/ICIC0272108/arjun186@okaxis,120.00,,1352740.89
25/12/2022,26/12/2022,UPI/DR/9322579357/NADIA HUSSAIN/ICIC0272108/nadia390@oksbi,79.00,,1352661.89
25/12/2022,25/12/2022,UPI/CR/8069830911/RAJENDRA PRASAD/ICIC0272108/rajendra981@paytm,,4800.00,1357461.89
25/12/2022,25/12/2022,ATM/WDL/65672626/HDFC ATM KORAMANGALA,49.00,,1357412.89
26/12/2022,27/12/2022,NEFT/3248968812/MALLIKA DAS/ICIC0272108/95856144663444,,11200.00,1368612.89
26/12/2022,26/12/2022,ATM/WDL/90171476/SBI ATM JAYANAGAR BLR,7800.00,,1360812.89
26/12/2022,26/12/2022,IMPS/P2P/19054395/MEENA IYER/8827985272,,7600.00,1368412.89
27/12/2022,27/12/2022,NEFT/1852773272/GEETA DEVI/ICIC0272108/58810158583285,,7600.00,1376012.89
27/12/2022,27/12/2022,CHQ NO 913244 CLEARING,2380.00,,1373632.89
27/12/2022,27/12/2022,UPI/CR/60170198/GOPAL VERMA/ICIC0272108/gopal413@ybl,,2500.00,1376132.89
27/12/2022,27/12/2022,UPI/DR/95120956/PREETHI IYER/ICIC0272108/preethi635@okhdfc,7800.00,,1368332.89
28/12/2022,28/12/2022,UPI/CR/199126467052/SANJANA HEGDE/ICIC0272108/sanjana774@paytm,,18500.00,1386832.89
28/12/2022,28/12/2022,CHQ NO 897086 CLEARING,1250.00,,1385582.89
28/12/2022,28/12/2022,NEFT/80054186/SANJANA HEGDE/ICIC0272108/38905855611591,,500.00,1386082.89
28/12/2022,28/12/2022,ATM/WDL/32592620/CANARA ATM MYSURU,3499.00,,1382583.89
29/12/2022,30/12/2022,IMPS/P2P/341630611118/KIRAN REDDY/9406628866,,32000.00,1414583.89
