Date,Particulars,Debit,Credit,Balance
12/09/2023,UPI/DR/3820435248/SUSHMA RAO/CNRB0226879/sushma563@ybl,699.00,,3073390.29
12/09/2023,UPI/DR/349253210285/MALLIKA DAS/CNRB0226879/mallika704@ybl,249.00,,3073141.29
12/09/2023,UPI/CR/2765892057/RAMESH PILLAI/CNRB0226879/ramesh708@oksbi,,1200.00,3074341.29
13/09/2023,IMPS/P2P/0814721944/NILESH KULKARNI/7794430729,,850.00,3075191.29
13/09/2023,CHQ NO 749932 CLEARING,1250.00,,3073941.29
13/09/2023,CHQ NO 211237 CLEARING,249.00,,3073692.29
14/09/2023,UPI/DR/99997302/MOHAN DAS/CNRB0226879/mohan542@ybl,79.00,,3073613.29
14/09/2023,CHQ NO 189284 CLEARING,7800.00,,3065813.29
15/09/2023,NEFT/602762404151/VIKRAM NAIR/CNRB0226879/84495769872215,3499.00,,3062314.29
15/09/2023,UPI/DR/5700072293/MALLIKA DAS/CNRB0226879/mallika979@ybl,449.00,,3061865.29
16/09/2023,NEFT/292519803454/KAVYA REDDY/CNRB0226879/57504045086837,310.00,,3061555.29
16/09/2023,UPI/CR/305184804499/CHANDAN SHARMA/CNRB0226879/chandan597@okaxis,,500.00,3062055.29
16/09/2023,NEFT/060065528603/LALITHA DEVI/CNRB0226879/19498536155377,,32000.00,3094055.29
17/09/2023,UPI/CR/6223988666/SURESH NAIR/CNRB0226879/suresh790@okaxis,,32000.00,3126055.29
18/09/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,11200.00,3137255.29
18/09/2023,NEFT/164874248230/SURESH BABU/CNRB0226879/46127819757365,,7600.00,3144855.29
18/09/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,32000.00,3176855.29
19/09/2023,UPI/CR/2800125702/MOHAMMED IRFAN/CNRB0226879/mohammed780@oksbi,,500.00,3177355.29
20/09/2023,UPI/DR/6111616578/TANVI RAO/CNRB0226879/tanvi514@okhdfc,249.00,,3177106.29
20/09/2023,UPI/DR/78632212/DIVYA MENON/CNRB0226879/divya466@paytm,249.00,,3176857.29
21/09/2023,UPI/DR/3580589910/MEENA IYER/CNRB0226879/meena890@paytm,249.00,,3176608.29
21/09/2023,UPI/DR/46958622/SUNITA DEVI/CNRB0226879/sunita900@okaxis,449.00,,3176159.29
21/09/2023,NEFT/76791146/SURESH NAIR/CNRB0226879/25941655372200,2380.00,,3173779.29
21/09/2023,UPI/DR/20908639/RAHUL SINGH/CNRB0226879/rahul262@paytm,79.00,,3173700.29
21/09/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,850.00,3174550.29
21/09/2023,UPI/DR/510221763717/SAVITHA DEVI/CNRB0226879/savitha770@okaxis,49.00,,3174501.29
21/09/2023,UPI/DR/767629593516/CHANDAN SHARMA/CNRB0226879/chandan313@okhdfc,120.00,,3174381.29
22/09/2023,NEFT/805852070097/ARUN SHARMA/CNRB0226879/45366507004464,249.00,,3174132.29
22/09/2023,ATM/WDL/08097856/HDFC ATM KORAMANGALA,1250.00,,3172882.29
22/09/2023,IMPS/P2P/999485285075/DEEPAK JOSHI/8545274688,,18500.00,3191382.29
22/09/2023,CHQ NO 595642 CLEARING,49.00,,3191333.29
23/09/2023,ATM/WDL/986387559393/SBI ATM JAYANAGAR BLR,5200.00,,3186133.29
23/09/2023,UPI/DR/82287419/KAVITHA RAO/CNRB0226879/kavitha667@oksbi,249.00,,3185884.29
23/09/2023,IMPS/P2P/9785355206/TARA SINGH/8156778902,,32000.00,3217884.29
23/09/2023,UPI/CR/00051029/HARISH MENON/CNRB0226879/harish603@oksbi,,18500.00,3236384.29
23/09/2023,IMPS/P2P/34476164/DEEPAK JOSHI/7121883307,,2500.00,3238884.29
24/09/2023,UPI/DR/852732894065/RAHUL SINGH/CNRB0226879/rahul405@okaxis,249.00,,3238635.29
24/09/2023,UPI/DR/4324083243/KIRAN REDDY/CNRB0226879/kiran977@oksbi,249.00,,3238386.29
25/09/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,32000.00,3270386.29
26/09/2023,UPI/DR/7764415286/IMRAN KHAN/CNRB0226879/imran155@paytm,310.00,,3270076.29
26/09/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,2500.00,3272576.29
26/09/2023,IMPS/P2P/772188599564/MOHAMMED IRFAN/9945208772,,18500.00,3291076.29
26/09/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,3309576.29
26/09/2023,UPI/DR/03617471/RAMESH PILLAI/CNRB0226879/ramesh178@okaxis,49.00,,3309527.29
26/09/2023,NEFT/7431617988/RAJESH VERMA/CNRB0226879/41439547458399,699.00,,3308828.29
26/09/2023,UPI/CR/06397766/KAVERI MENON/CNRB0226879/kaveri708@okaxis,,11200.00,3320028.29
27/09/2023,UPI/DR/82351710/ANAND KUMAR/CNRB0226879/anand134@ybl,5200.00,,3314828.29
27/09/2023,IMPS/P2P/93969484/KIRAN REDDY/9519094978,,850.00,3315678.29
27/09/2023,CHQ NO 023986 CLEARING,120.00,,3315558.29
27/09/2023,IMPS/P2P/50477662/KAVITHA RAO/8291906565,,7600.00,3323158.29
28/09/2023,UPI/DR/3689799091/SHEELA DEVI/CNRB0226879/sheela91@ybl,850.00,,3322308.29
28/09/2023,UPI/CR/603149431172/REKHA PILLAI/CNRB0226879/rekha685@ybl,,24000.00,3346308.29
28/09/2023,IMPS/P2P/6157936444/PRAKASH RAO/9095723855,,32000.00,3378308.29
28/09/2023,UPI/DR/472449991549/FAILED/TimeOut/Ganesh Kumar,500.00,,3378308.29
29/09/2023,ATM/WDL/9529562825/HDFC ATM KORAMANGALA,1680.00,,3376628.29
29/09/2023,NEFT/3433749927/ROHIT SHARMA/CNRB0226879/39644695575390,249.00,,3376379.29
29/09/2023,UPI/CR/41360917/RESHMA KHAN/CNRB0226879/reshma226@oksbi,,7600.00,3383979.29
29/09/2023,UPI/CR/9152395134/SANTOSH KUMAR/CNRB0226879/santosh715@okhdfc,,11200.00,3395179.29
29/09/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,3413679.29
30/09/2023,UPI/CR/1630348352/ARJUN MEHTA/CNRB0226879/arjun689@okhdfc,,2500.00,3416179.29
30/09/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,3416679.29
30/09/2023,CHQ NO 099718 CLEARING,310.00,,3416369.29
01/10/2023,UPI/DR/49928797/SURESH BABU/CNRB0226879/suresh403@okhdfc,249.00,,3416120.29
02/10/2023,UPI/DR/36762118/SNEHA PATIL/CNRB0226879/sneha152@oksbi,1680.00,,3414440.29
02/10/2023,UPI/CR/658182663374/HARISH MENON/CNRB0226879/harish516@oksbi,,11200.00,3425640.29
02/10/2023,NEFT/76849267/FATIMA SHEIKH/CNRB0226879/03869149705040,3499.00,,3422141.29
03/10/2023,UPI/DR/8748156004/MEERA PILLAI/CNRB0226879/meera283@okaxis,2380.00,,3419761.29
03/10/2023,NEFT/03802557/RAHUL SINGH/CNRB0226879/51442043606431,,4800.00,3424561.29
03/10/2023,NEFT/64712056/RESHMA KHAN/CNRB0226879/25147199750501,2380.00,,3422181.29
03/10/2023,UPI/CR/8074303533/MOHAN DAS/CNRB0226879/mohan600@paytm,,2500.00,3424681.29
04/10/2023,UPI/DR/016345163295/RANJIT SINGH/CNRB0226879/ranjit937@oksbi,49.00,,3424632.29
04/10/2023,NEFT/2871295335/GOPAL VERMA/CNRB0226879/06624019283337,699.00,,3423933.29
04/10/2023,UPI/DR/29023927/KAVERI MENON/CNRB0226879/kaveri172@okaxis,1250.00,,3422683.29
05/10/2023,UPI/DR/0306267189/ROHIT SHARMA/CNRB0226879/rohit674@okaxis,1680.00,,3421003.29
05/10/2023,ATM/WDL/4602269493/SBI ATM JAYANAGAR BLR,699.00,,3420304.29
05/10/2023,NEFT/844855201328/KIRAN REDDY/CNRB0226879/22212799422099,,2500.00,3422804.29
05/10/2023,NEFT/8084958877/ANITHA KRISHNAN/CNRB0226879/58463886834070,,18500.00,3441304.29
05/10/2023,CHQ NO 841780 CLEARING,449.00,,3440855.29
06/10/2023,CHQ NO 266219 CLEARING,310.00,,3440545.29
06/10/2023,UPI/DR/18997763/KAVITHA RAO/CNRB0226879/kavitha618@ybl,699.00,,3439846.29
06/10/2023,UPI/DR/82094875/SANTOSH KUMAR/CNRB0226879/santosh732@okhdfc,1680.00,,3438166.29
06/10/2023,ATM/WDL/56329873/SBI ATM JAYANAGAR BLR,699.00,,3437467.29
06/10/2023,UPI/DR/64904948/SURESH NAIR/CNRB0226879/suresh931@paytm,120.00,,3437347.29
07/10/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,24000.00,3461347.29
07/10/2023,CHQ NO 901362 CLEARING,49.00,,3461298.29
07/10/2023,ATM/WDL/7100104942/CANARA ATM MYSURU,5200.00,,3456098.29
08/10/2023,UPI/DR/0271195676/KARTHIK MENON/CNRB0226879/karthik918@paytm,850.00,,3455248.29
08/10/2023,CHQ NO 794389 CLEARING,1250.00,,3453998.29
09/10/2023,UPI/CR/04085982/ROHIT SHARMA/CNRB0226879/rohit104@paytm,,500.00,3454498.29
09/10/2023,CHQ NO 912697 CLEARING,79.00,,3454419.29
10/10/2023,NEFT/48249664/PREETHI IYER/CNRB0226879/09454710766904,49.00,,3454370.29
10/10/2023,CHQ NO 284004 CLEARING,120.00,,3454250.29
10/10/2023,UPI/CR/74690203/PRAKASH RAO/CNRB0226879/prakash171@paytm,,24000.00,3478250.29
10/10/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,32000.00,3510250.29
10/10/2023,NEFT/4339533875/MALLIKA DAS/CNRB0226879/40161046255567,,18500.00,3528750.29
11/10/2023,NEFT/3847852038/IMRAN KHAN/CNRB0226879/10488592518327,49.00,,3528701.29
11/10/2023,UPI/DR/36592162/DEEPA NAIR/CNRB0226879/deepa575@okaxis,850.00,,3527851.29
11/10/2023,NEFT/89371966/SURESH NAIR/CNRB0226879/86331160267643,1250.00,,3526601.29
11/10/2023,IMPS/P2P/201926613858/SUSHMA RAO/8855462377,,1200.00,3527801.29
11/10/2023,UPI/DR/951269523627/NADIA HUSSAIN/CNRB0226879/nadia940@paytm,7800.00,,3520001.29
12/10/2023,UPI/DR/3855509086/PADMA RAO/CNRB0226879/padma498@okhdfc,120.00,,3519881.29
12/10/2023,IMPS/P2P/126879307829/SNEHA PATIL/7702228525,,7600.00,3527481.29
13/10/2023,UPI/DR/443476036532/SUNITA DEVI/CNRB0226879/sunita323@okaxis,699.00,,3526782.29
13/10/2023,ATM/WDL/86524137/HDFC ATM KORAMANGALA,3499.00,,3523283.29
13/10/2023,CHQ NO 102246 CLEARING,49.00,,3523234.29
14/10/2023,IMPS/P2P/6982435659/RAMESH PILLAI/7278477832,,32000.00,3555234.29
14/10/2023,CHQ NO 269203 CLEARING,5200.00,,3550034.29
15/10/2023,UPI/DR/104743535761/SANTOSH KUMAR/CNRB0226879/santosh168@ybl,7800.00,,3542234.29
15/10/2023,UPI/CR/402915467290/PREETHI IYER/CNRB0226879/preethi302@paytm,,32000.00,3574234.29
16/10/2023,NEFT/2082170275/REKHA PILLAI/CNRB0226879/54954371364730,120.00,,3574114.29
16/10/2023,CHQ NO 141588 CLEARING,2380.00,,3571734.29
17/10/2023,IMPS/P2P/38410611/RAMESH PILLAI/9029589521,,850.00,3572584.29
18/10/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,850.00,3573434.29
18/10/2023,UPI/CR/3281922997/SAVITHA DEVI/CNRB0226879/savitha83@okhdfc,,2500.00,3575934.29
18/10/2023,IMPS/P2P/6644497965/RAMESH GOWDA/8500930305,,32000.00,3607934.29
18/10/2023,ATM/WDL/1481856211/HDFC ATM KORAMANGALA,310.00,,3607624.29
18/10/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,3626124.29
19/10/2023,NEFT/43546303/RAVI KUMAR SHARMA/CNRB0226879/23188984032478,,2500.00,3628624.29
19/10/2023,IMPS/P2P/064259995818/KAVITHA RAO/8536235347,,24000.00,3652624.29
20/10/2023,UPI/CR/08127742/RANJIT SINGH/CNRB0226879/ranjit621@ybl,,1200.00,3653824.29
20/10/2023,NEFT/87921161/SUNITA DEVI/CNRB0226879/16701907333403,,850.00,3654674.29
20/10/2023,UPI/DR/311031010834/PRIYA NAIR/CNRB0226879/priya971@okhdfc,49.00,,3654625.29
21/10/2023,ATM/WDL/096516582374/CANARA ATM MYSURU,850.00,,3653775.29
21/10/2023,NEFT/4840242301/PRAKASH RAO/CNRB0226879/72772732648548,1250.00,,3652525.29
22/10/2023,UPI/DR/87793488/KAVYA REDDY/CNRB0226879/kavya128@okaxis,850.00,,3651675.29
22/10/2023,IMPS/P2P/9837204701/BABU LAL/8860059921,,24000.00,3675675.29
22/10/2023,UPI/DR/82257876/MEERA PILLAI/CNRB0226879/meera739@ybl,7800.00,,3667875.29
23/10/2023,IMPS/P2P/01237423/SAVITHA DEVI/8356194316,,2500.00,3670375.29
23/10/2023,UPI/DR/620937049671/NIKHIL GUPTA/CNRB0226879/nikhil95@okhdfc,2380.00,,3667995.29
23/10/2023,ATM/WDL/8640912488/SBI ATM JAYANAGAR BLR,3499.00,,3664496.29
23/10/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,24000.00,3688496.29
23/10/2023,UPI/DR/5879861981/NAVEEN KUMAR/CNRB0226879/naveen186@oksbi,3499.00,,3684997.29
24/10/2023,IMPS/P2P/13726575/SHAHID KHAN/9914140779,,11200.00,3696197.29
24/10/2023,NEFT/17561043/NADIA HUSSAIN/CNRB0226879/10771601812480,3499.00,,3692698.29
24/10/2023,ATM/WDL/24477773/SBI ATM JAYANAGAR BLR,120.00,,3692578.29
24/10/2023,UPI/DR/388417482042/BINDHU NAIR/CNRB0226879/bindhu708@okaxis,999.00,,3691579.29
24/10/2023,UPI/DR/660444452000/PRIYA NAIR/CNRB0226879/priya451@okaxis,249.00,,3691330.29
25/10/2023,CHQ NO 028463 CLEARING,699.00,,3690631.29
25/10/2023,ATM/WDL/1613196074/CANARA ATM MYSURU,1250.00,,3689381.29
25/10/2023,UPI/DR/914537050075/RAHUL SINGH/CNRB0226879/rahul297@oksbi,2380.00,,3687001.29
25/10/2023,CHQ NO 507791 CLEARING,999.00,,3686002.29
26/10/2023,NEFT/1909196810/LATHA MURTHY/CNRB0226879/46709581492808,,850.00,3686852.29
26/10/2023,NEFT/02879407/SHAHID KHAN/CNRB0226879/54498402389579,249.00,,3686603.29
26/10/2023,IMPS/P2P/526475352710/KAVITHA RAO/8648619021,,1200.00,3687803.29
27/10/2023,CHQ NO 573567 CLEARING,5200.00,,3682603.29
28/10/2023,UPI/CR/375827899731/SANTOSH KUMAR/CNRB0226879/santosh230@oksbi,,4800.00,3687403.29
29/10/2023,IMPS/P2P/51093179/ANAND KUMAR/8120221105,,4800.00,3692203.29
29/10/2023,UPI/DR/2960745125/AYESHA KHAN/CNRB0226879/ayesha881@okhdfc,49.00,,3692154.29
29/10/2023,UPI/DR/95617404/PREETHI IYER/CNRB0226879/preethi141@okhdfc,310.00,,3691844.29
30/10/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,7600.00,3699444.29
30/10/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,850.00,3700294.29
31/10/2023,UPI/DR/9019925045/SUNIL YADAV/CNRB0226879/sunil920@okaxis,49.00,,3700245.29
31/10/2023,NEFT/64617247/SUNITA DEVI/CNRB0226879/85828797561521,7800.00,,3692445.29
01/11/2023,NEFT/1071482859/SUSHMA RAO/CNRB0226879/51671174207913,,11200.00,3703645.29
01/11/2023,UPI/DR/4755624997/LALITHA DEVI/CNRB0226879/lalitha505@okaxis,999.00,,3702646.29
01/11/2023,UPI/DR/8947526245/KIRAN REDDY/CNRB0226879/kiran255@paytm,449.00,,3702197.29
02/11/2023,UPI/CR/2829919081/PRIYA NAIR/CNRB0226879/priya931@okaxis,,24000.00,3726197.29
03/11/2023,UPI/DR/65435396/ARCHANA PILLAI/CNRB0226879/archana14@paytm,1680.00,,3724517.29
03/11/2023,UPI/DR/2739837154/GOPAL VERMA/CNRB0226879/gopal724@ybl,449.00,,3724068.29
03/11/2023,UPI/CR/315922451891/RAJENDRA PRASAD/CNRB0226879/rajendra516@ybl,,850.00,3724918.29
04/11/2023,UPI/DR/444415276040/FATIMA SHEIKH/CNRB0226879/fatima30@ybl,2380.00,,3722538.29
04/11/2023,CHQ NO 242255 CLEARING,249.00,,3722289.29
04/11/2023,UPI/DR/9182489038/PREETHI IYER/CNRB0226879/preethi728@okhdfc,2380.00,,3719909.29
05/11/2023,NEFT/445191689140/ANAND KUMAR/CNRB0226879/19273046357428,,18500.00,3738409.29
06/11/2023,UPI/DR/258734155400/DEEPAK JOSHI/CNRB0226879/deepak278@paytm,120.00,,3738289.29
06/11/2023,UPI/CR/6763484037/PRAKASH RAO/CNRB0226879/prakash810@paytm,,32000.00,3770289.29
06/11/2023,UPI/DR/80368524/AYESHA KHAN/CNRB0226879/ayesha21@okaxis,249.00,,3770040.29
07/11/2023,ATM/WDL/6348761585/HDFC ATM KORAMANGALA,5200.00,,3764840.29
07/11/2023,IMPS/P2P/81870360/SHEELA DEVI/8678535312,,850.00,3765690.29
08/11/2023,UPI/DR/28201583/ARCHANA PILLAI/CNRB0226879/archana210@okaxis,850.00,,3764840.29
09/11/2023,UPI/CR/955388759559/BINDHU NAIR/CNRB0226879/bindhu419@ybl,,850.00,3765690.29
09/11/2023,NEFT/1057194224/ARUN SHARMA/CNRB0226879/21167384257231,5200.00,,3760490.29
09/11/2023,CHQ NO 715238 CLEARING,3499.00,,3756991.29
09/11/2023,UPI/CR/649502841190/FATIMA SHEIKH/CNRB0226879/fatima905@oksbi,,24000.00,3780991.29
09/11/2023,ATM/WDL/82951611/HDFC ATM KORAMANGALA,79.00,,3780912.29
10/11/2023,UPI/CR/8288047339/PADMA RAO/CNRB0226879/padma60@ybl,,32000.00,3812912.29
11/11/2023,CHQ NO 100477 CLEARING,79.00,,3812833.29
11/11/2023,CHQ NO 604898 CLEARING,7800.00,,3805033.29
11/11/2023,NEFT/684409857589/PRIYA NAIR/CNRB0226879/95288436587278,999.00,,3804034.29
11/11/2023,UPI/CR/04107344/PRIYA NAIR/CNRB0226879/priya628@paytm,,18500.00,3822534.29
11/11/2023,UPI/CR/7886912322/PREETHI IYER/CNRB0226879/preethi157@okaxis,,500.00,3823034.29
12/11/2023,NEFT/08342306/GEETA DEVI/CNRB0226879/42642101822313,,11200.00,3834234.29
13/11/2023,IMPS/P2P/22479672/RAJESH VERMA/9458448665,,18500.00,3852734.29
13/11/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,3853234.29
13/11/2023,NEFT/341351145479/KAVERI MENON/CNRB0226879/41639214130065,,1200.00,3854434.29
15/11/2023,UPI/DR/8373175238/PRIYA NAIR/CNRB0226879/priya176@ybl,999.00,,3853435.29
15/11/2023,UPI/DR/89980093/KAVITHA RAO/CNRB0226879/kavitha619@oksbi,1680.00,,3851755.29
15/11/2023,IMPS/P2P/21021345/LATHA MURTHY/8838210962,,1200.00,3852955.29
15/11/2023,UPI/CR/4102894743/MEERA PILLAI/CNRB0226879/meera240@okaxis,,24000.00,3876955.29
16/11/2023,NEFT/4352047730/HARISH MENON/CNRB0226879/13955374973478,,1200.00,3878155.29
16/11/2023,UPI/DR/72364869/KARTHIK MENON/CNRB0226879/karthik692@okaxis,1680.00,,3876475.29
16/11/2023,CHQ NO 477238 CLEARING,120.00,,3876355.29
16/11/2023,NEFT/0267168938/BINDHU NAIR/CNRB0226879/44231717541533,,11200.00,3887555.29
16/11/2023,NEFT/433815638742/MALLIKA DAS/CNRB0226879/89609720054367,310.00,,3887245.29
16/11/2023,CHQ NO 476398 CLEARING,999.00,,3886246.29
17/11/2023,UPI/DR/300022751303/MOHAN DAS/CNRB0226879/mohan533@ybl,449.00,,3885797.29
17/11/2023,UPI/DR/114086650078/DEEPAK JOSHI/CNRB0226879/deepak218@okaxis,120.00,,3885677.29
17/11/2023,CHQ NO 823633 CLEARING,2380.00,,3883297.29
18/11/2023,UPI/DR/965076603388/TARA SINGH/CNRB0226879/tara880@oksbi,249.00,,3883048.29
18/11/2023,NEFT/465462017822/VINAY PATIL/CNRB0226879/79140237803729,49.00,,3882999.29
18/11/2023,UPI/DR/5201774762/NAVEEN KUMAR/CNRB0226879/naveen829@ybl,699.00,,3882300.29
18/11/2023,UPI/CR/239605483304/GANESH KUMAR/CNRB0226879/ganesh618@paytm,,11200.00,3893500.29
18/11/2023,NEFT/718087866741/MEENA IYER/CNRB0226879/60151690359697,,32000.00,3925500.29
18/11/2023,NEFT/94073912/DEEPAK JOSHI/CNRB0226879/82276387438357,,4800.00,3930300.29
18/11/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,32000.00,3962300.29
19/11/2023,NEFT/026041796212/SHAHID KHAN/CNRB0226879/97160948319497,,32000.00,3994300.29
19/11/2023,IMPS/P2P/922666030085/SHAHID KHAN/9643064774,,11200.00,4005500.29
20/11/2023,UPI/DR/61915474/TARA SINGH/CNRB0226879/tara777@paytm,49.00,,4005451.29
20/11/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,4005951.29
20/11/2023,NEFT/73176760/RAHUL SINGH/CNRB0226879/52648547636778,1250.00,,4004701.29
20/11/2023,UPI/CR/09999099/RAHUL SINGH/CNRB0226879/rahul13@paytm,,4800.00,4009501.29
20/11/2023,UPI/DR/28060527/ANITHA KRISHNAN/CNRB0226879/anitha68@okaxis,2380.00,,4007121.29
21/11/2023,ATM/WDL/37664616/CANARA ATM MYSURU,49.00,,4007072.29
22/11/2023,UPI/DR/32849141/RAJENDRA PRASAD/CNRB0226879/rajendra768@okhdfc,49.00,,4007023.29
24/11/2023,NEFT/025468043962/BABU LAL/CNRB0226879/24807153989039,,18500.00,4025523.29
26/11/2023,CHQ NO 966708 CLEARING,1250.00,,4024273.29
26/11/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,24000.00,4048273.29
27/11/2023,UPI/DR/155644104043/SURESH BABU/CNRB0226879/suresh604@okaxis,850.00,,4047423.29
27/11/2023,NEFT/741896801067/KIRAN REDDY/CNRB0226879/73430886407998,7800.00,,4039623.29
27/11/2023,ATM/WDL/847324753178/HDFC ATM KORAMANGALA,699.00,,4038924.29
28/11/2023,CHQ NO 558234 CLEARING,249.00,,4038675.29
29/11/2023,CHQ NO 467080 CLEARING,850.00,,4037825.29
30/11/2023,IMPS/P2P/7396959297/IMRAN KHAN/7177651326,,11200.00,4049025.29
01/12/2023,NEFT/762574293602/FATIMA SHEIKH/CNRB0226879/45501726712316,699.00,,4048326.29
02/12/2023,NEFT/14443262/GOPAL VERMA/CNRB0226879/27626746786479,,500.00,4048826.29
02/12/2023,UPI/DR/41703534/NADIA HUSSAIN/CNRB0226879/nadia316@okaxis,850.00,,4047976.29
02/12/2023,UPI/DR/9334833290/MOHAMMED IRFAN/CNRB0226879/mohammed180@okhdfc,850.00,,4047126.29
02/12/2023,UPI/DR/5537438353/ARJUN MEHTA/CNRB0226879/arjun173@okaxis,699.00,,4046427.29
02/12/2023,NEFT/702347808983/TANVI RAO/CNRB0226879/27143967944239,,18500.00,4064927.29
02/12/2023,IMPS/P2P/96303117/RESHMA KHAN/7228045900,,4800.00,4069727.29
03/12/2023,UPI/DR/3378246087/RAJESH VERMA/CNRB0226879/rajesh752@oksbi,49.00,,4069678.29
03/12/2023,IMPS/P2P/613139436037/RAMESH PILLAI/9109308109,,7600.00,4077278.29
04/12/2023,IMPS/P2P/59558878/PREETHI IYER/7503408246,,500.00,4077778.29
04/12/2023,UPI/DR/0176189472/SHAHID KHAN/CNRB0226879/shahid169@ybl,249.00,,4077529.29
05/12/2023,UPI/DR/4502744016/LALITHA DEVI/CNRB0226879/lalitha822@okaxis,449.00,,4077080.29
05/12/2023,CHQ NO 588168 CLEARING,7800.00,,4069280.29
05/12/2023,ATM/WDL/4107926420/CANARA ATM MYSURU,310.00,,4068970.29
05/12/2023,UPI/DR/85191566/USHA RANI/CNRB0226879/usha728@okaxis,850.00,,4068120.29
05/12/2023,ATM/WDL/6555176745/HDFC ATM KORAMANGALA,5200.00,,4062920.29
06/12/2023,ATM/WDL/22415419/HDFC ATM KORAMANGALA,449.00,,4062471.29
06/12/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,2500.00,4064971.29
06/12/2023,NEFT/34606237/ANITHA KRISHNAN/CNRB0226879/43139258885191,1250.00,,4063721.29
07/12/2023,UPI/CR/49392061/SAVITHA DEVI/CNRB0226879/savitha370@okhdfc,,2500.00,4066221.29
07/12/2023,UPI/DR/1186163906/SURESH NAIR/CNRB0226879/suresh223@oksbi,3499.00,,4062722.29
08/12/2023,UPI/DR/93378040/LATHA MURTHY/CNRB0226879/latha835@okaxis,5200.00,,4057522.29
08/12/2023,UPI/DR/1490564837/KARTHIK MENON/CNRB0226879/karthik894@paytm,850.00,,4056672.29
09/12/2023,CHQ NO 241530 CLEARING,449.00,,4056223.29
10/12/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,4056723.29
10/12/2023,UPI/DR/935699083131/ANAND KUMAR/CNRB0226879/anand109@oksbi,3499.00,,4053224.29
11/12/2023,NEFT/52481544/ROHIT SHARMA/CNRB0226879/92523994675256,,18500.00,4071724.29
11/12/2023,NEFT/67317773/ANITHA KRISHNAN/CNRB0226879/52034949052593,120.00,,4071604.29
11/12/2023,ATM/WDL/5233626059/HDFC ATM KORAMANGALA,310.00,,4071294.29
11/12/2023,UPI/CR/09956624/DEEPA NAIR/CNRB0226879/deepa513@ybl,,18500.00,4089794.29
12/12/2023,UPI/DR/5763530077/DEEPA NAIR/CNRB0226879/deepa898@okhdfc,249.00,,4089545.29
12/12/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,2500.00,4092045.29
12/12/2023,IMPS/P2P/73998774/RANJIT SINGH/8511649566,,2500.00,4094545.29
12/12/2023,NEFT/7430446917/PADMA RAO/CNRB0226879/52767237049776,249.00,,4094296.29
13/12/2023,CHQ NO 077864 CLEARING,850.00,,4093446.29
13/12/2023,NEFT/67997728/DIVYA MENON/CNRB0226879/38214482534084,,11200.00,4104646.29
13/12/2023,CHQ NO 063242 CLEARING,5200.00,,4099446.29
13/12/2023,UPI/DR/28206636/DEEPAK JOSHI/CNRB0226879/deepak309@okhdfc,449.00,,4098997.29
13/12/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,11200.00,4110197.29
14/12/2023,UPI/DR/207229541862/RAMESH GOWDA/CNRB0226879/ramesh580@oksbi,49.00,,4110148.29
14/12/2023,NEFT/52956728/MOHAMMED IRFAN/CNRB0226879/46011592392276,,32000.00,4142148.29
15/12/2023,UPI/CR/72306022/ANAND KUMAR/CNRB0226879/anand829@oksbi,,500.00,4142648.29
15/12/2023,NEFT/32742135/HARISH MENON/CNRB0226879/53767465114738,,1200.00,4143848.29
15/12/2023,NEFT/83115746/SHAHID KHAN/CNRB0226879/57935671746333,249.00,,4143599.29
15/12/2023,UPI/DR/4927000220/MOHAN DAS/CNRB0226879/mohan358@okhdfc,999.00,,4142600.29
16/12/2023,UPI/DR/80624892/GANESH KUMAR/CNRB0226879/ganesh560@paytm,1250.00,,4141350.29
