Transaction Date,Particulars,Chq/Ref No,Debit,Credit,Balance
27/06/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272512,,18500.00,2932237.52
28/06/2023,NEFT/26041678/RANJIT SINGH/PUNB0368283/41062581781757,TXN0272513,7800.00,,2924437.52
28/06/2023,NEFT/51667634/DEEPAK JOSHI/PUNB0368283/30775955920334,TXN0272514,1680.00,,2922757.52
28/06/2023,UPI/DR/92880674/SUNIL YADAV/PUNB0368283/sunil470@okaxis,TXN0272515,3499.00,,2919258.52
28/06/2023,CHQ NO 516659 CLEARING,TXN0272516,49.00,,2919209.52
29/06/2023,IMPS/P2P/52415661/ANAND KUMAR/9017991711,TXN0272517,,1200.00,2920409.52
30/06/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272518,,24000.00,2944409.52
30/06/2023,IMPS/P2P/5523788400/ARUN SHARMA/7750867632,TXN0272519,,32000.00,2976409.52
30/06/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272520,,32000.00,3008409.52
01/07/2023,CHQ NO 750061 CLEARING,TXN0272521,999.00,,3007410.52
01/07/2023,ATM/WDL/20929687/CANARA ATM MYSURU,TXN0272522,49.00,,3007361.52
01/07/2023,ATM/WDL/145828444557/SBI ATM JAYANAGAR BLR,TXN0272523,79.00,,3007282.52
01/07/2023,UPI/DR/6017324347/LATHA MURTHY/PUNB0368283/latha705@paytm,TXN0272524,1680.00,,3005602.52
01/07/2023,UPI/DR/28739526/USHA RANI/PUNB0368283/usha647@okaxis,TXN0272525,1250.00,,3004352.52
02/07/2023,IMPS/P2P/40257803/REKHA PILLAI/8544672327,TXN0272526,,850.00,3005202.52
03/07/2023,ATM/WDL/95263026/CANARA ATM MYSURU,TXN0272527,449.00,,3004753.52
04/07/2023,IMPS/P2P/09327804/VIKRAM NAIR/9288424059,TXN0272528,,1200.00,3005953.52
04/07/2023,NEFT/6368994624/NILESH KULKARNI/PUNB0368283/03921151922844,TXN0272529,,11200.00,3017153.52
04/07/2023,UPI/CR/34892352/MOHAN DAS/PUNB0368283/mohan427@paytm,TXN0272530,,500.00,3017653.52
04/07/2023,UPI/DR/6510284032/SURESH NAIR/PUNB0368283/suresh520@okaxis,TXN0272531,3499.00,,3014154.52
05/07/2023,UPI/DR/9093187132/RAVI KUMAR SHARMA/PUNB0368283/ravi852@okaxis,TXN0272532,449.00,,3013705.52
05/07/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272533,,7600.00,3021305.52
06/07/2023,UPI/DR/544627478868/BABU LAL/PUNB0368283/babu455@ybl,TXN0272534,79.00,,3021226.52
06/07/2023,NEFT/548841080617/RAVI KUMAR SHARMA/PUNB0368283/03291627695843,TXN0272535,999.00,,3020227.52
07/07/2023,ATM/WDL/50966552/CANARA ATM MYSURU,TXN0272536,850.00,,3019377.52
07/07/2023,NEFT/312470683474/SURESH BABU/PUNB0368283/45172020778552,TXN0272537,,1200.00,3020577.52
07/07/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272538,,7600.00,3028177.52
08/07/2023,ATM/WDL/274039342883/CANARA ATM MYSURU,TXN0272539,1250.00,,3026927.52
08/07/2023,UPI/DR/43753426/BABU LAL/PUNB0368283/babu911@ybl,TXN0272540,850.00,,3026077.52
08/07/2023,NEFT/219557799210/HARISH MENON/PUNB0368283/47486706426234,TXN0272541,1250.00,,3024827.52
08/07/2023,UPI/CR/55400394/ADITYA KUMAR/PUNB0368283/aditya978@paytm,TXN0272542,,32000.00,3056827.52
09/07/2023,UPI/DR/8326522932/SNEHA PATIL/PUNB0368283/sneha601@okhdfc,TXN0272543,1250.00,,3055577.52
09/07/2023,NEFT/7902419065/CHANDAN SHARMA/PUNB0368283/97107181360488,TXN0272544,1250.00,,3054327.52
09/07/2023,UPI/DR/69558938/GEETA DEVI/PUNB0368283/geeta319@okhdfc,TXN0272545,49.00,,3054278.52
09/07/2023,UPI/CR/129069061660/SMITHA PILLAI/PUNB0368283/smitha453@paytm,TXN0272546,,2500.00,3056778.52
09/07/2023,NEFT/21870495/DIVYA MENON/PUNB0368283/68860376442425,TXN0272547,,11200.00,3067978.52
09/07/2023,NEFT/6102682543/RAJENDRA PRASAD/PUNB0368283/42465846498911,TXN0272548,,32000.00,3099978.52
09/07/2023,UPI/CR/039134837528/VENKAT RAO/PUNB0368283/venkat112@okhdfc,TXN0272549,,2500.00,3102478.52
10/07/2023,UPI/DR/29116401/ANAND KUMAR/PUNB0368283/anand968@paytm,TXN0272550,2380.00,,3100098.52
11/07/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272551,,2500.00,3102598.52
11/07/2023,UPI/DR/2368820528/SNEHA PATIL/PUNB0368283/sneha449@okaxis,TXN0272552,1250.00,,3101348.52
11/07/2023,CHQ NO 209018 CLEARING,TXN0272553,5200.00,,3096148.52
11/07/2023,UPI/CR/081238194250/GOPAL VERMA/PUNB0368283/gopal201@ybl,TXN0272554,,11200.00,3107348.52
12/07/2023,CHQ NO 078538 CLEARING,TXN0272555,120.00,,3107228.52
12/07/2023,NEFT/057885848999/KIRAN REDDY/PUNB0368283/80729293596815,TXN0272556,7800.00,,3099428.52
12/07/2023,NEFT/543912854885/GOPAL VERMA/PUNB0368283/31612629214805,TXN0272557,,7600.00,3107028.52
12/07/2023,CHQ NO 546945 CLEARING,TXN0272558,699.00,,3106329.52
13/07/2023,IMPS/P2P/11074597/LATHA MURTHY/9212817299,TXN0272559,,1200.00,3107529.52
13/07/2023,IMPS/P2P/48968923/RAMESH PILLAI/8745891594,TXN0272560,,2500.00,3110029.52
13/07/2023,CHQ NO 759808 CLEARING,TXN0272561,3499.00,,3106530.52
13/07/2023,UPI/DR/788897245272/BABU LAL/PUNB0368283/babu615@ybl,TXN0272562,2380.00,,3104150.52
14/07/2023,CHQ NO 240652 CLEARING,TXN0272563,699.00,,3103451.52
15/07/2023,IMPS/P2P/0406269291/MOHAMMED IRFAN/9092405398,TXN0272564,,24000.00,3127451.52
16/07/2023,UPI/DR/9775184540/KAVITHA RAO/PUNB0368283/kavitha837@oksbi,TXN0272565,310.00,,3127141.52
16/07/2023,CHQ NO 528763 CLEARING,TXN0272566,1250.00,,3125891.52
17/07/2023,UPI/CR/55102003/ARJUN MEHTA/PUNB0368283/arjun438@oksbi,TXN0272567,,1200.00,3127091.52
17/07/2023,UPI/DR/8224600153/NADIA HUSSAIN/PUNB0368283/nadia725@okhdfc,TXN0272568,49.00,,3127042.52
17/07/2023,UPI/CR/9694544406/DEEPAK JOSHI/PUNB0368283/deepak309@ybl,TXN0272569,,500.00,3127542.52
17/07/2023,UPI/DR/7314984495/TARA SINGH/PUNB0368283/tara158@okhdfc,TXN0272570,79.00,,3127463.52
18/07/2023,UPI/DR/694798964472/HARISH MENON/PUNB0368283/harish333@paytm,TXN0272571,49.00,,3127414.52
18/07/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272572,,18500.00,3145914.52
18/07/2023,UPI/DR/07678515/VINAY PATIL/PUNB0368283/vinay934@okaxis,TXN0272573,79.00,,3145835.52
19/07/2023,UPI/DR/4712597248/USHA RANI/PUNB0368283/usha286@okaxis,TXN0272574,999.00,,3144836.52
19/07/2023,IMPS/P2P/9462512046/TANVI RAO/8114131478,TXN0272575,,2500.00,3147336.52
20/07/2023,UPI/CR/828438276184/NAVEEN KUMAR/PUNB0368283/naveen406@okaxis,TXN0272576,,11200.00,3158536.52
20/07/2023,UPI/CR/2081771090/SANTOSH KUMAR/PUNB0368283/santosh956@okhdfc,TXN0272577,,11200.00,3169736.52
21/07/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272578,,11200.00,3180936.52
21/07/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272579,,32000.00,3212936.52
21/07/2023,UPI/CR/979284555160/SUNITA DEVI/PUNB0368283/sunita632@okhdfc,TXN0272580,,2500.00,3215436.52
21/07/2023,UPI/DR/0026494662/RAMESH GOWDA/PUNB0368283/ramesh916@okhdfc,TXN0272581,850.00,,3214586.52
21/07/2023,UPI/DR/497631962415/BABU LAL/PUNB0368283/babu916@okhdfc,TXN0272582,850.00,,3213736.52
22/07/2023,IMPS/P2P/4967603936/SUNIL YADAV/7585585287,TXN0272583,,7600.00,3221336.52
22/07/2023,NEFT/05007307/KAVITHA RAO/PUNB0368283/08508494032786,TXN0272584,,7600.00,3228936.52
22/07/2023,UPI/DR/753625962900/SANJANA HEGDE/PUNB0368283/sanjana482@okhdfc,TXN0272585,249.00,,3228687.52
23/07/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272586,,18500.00,3247187.52
23/07/2023,UPI/CR/8431401026/DEEPAK JOSHI/PUNB0368283/deepak328@paytm,TXN0272587,,7600.00,3254787.52
23/07/2023,CHQ NO 040142 CLEARING,TXN0272588,449.00,,3254338.52
23/07/2023,NEFT/795469172252/IMRAN KHAN/PUNB0368283/52899750040678,TXN0272589,850.00,,3253488.52
24/07/2023,UPI/DR/5778486818/KIRAN REDDY/PUNB0368283/kiran102@ybl,TXN0272590,3499.00,,3249989.52
24/07/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272591,,500.00,3250489.52
24/07/2023,NEFT/798270924535/CHANDAN SHARMA/PUNB0368283/23230380098372,TXN0272592,,18500.00,3268989.52
24/07/2023,UPI/DR/7696053865/KARTHIK MENON/PUNB0368283/karthik850@okhdfc,TXN0272593,999.00,,3267990.52
25/07/2023,NEFT/5248437317/MOHAN DAS/PUNB0368283/59665513952448,TXN0272594,1250.00,,3266740.52
25/07/2023,IMPS/P2P/41899579/ADITYA KUMAR/8036978661,TXN0272595,,18500.00,3285240.52
26/07/2023,IMPS/P2P/0182444413/SAVITHA DEVI/7564040873,TXN0272596,,4800.00,3290040.52
26/07/2023,UPI/CR/1472908409/KAVYA REDDY/PUNB0368283/kavya524@okaxis,TXN0272597,,500.00,3290540.52
27/07/2023,NEFT/2848439042/SUSHMA RAO/PUNB0368283/36405969652258,TXN0272598,,18500.00,3309040.52
27/07/2023,UPI/DR/640146252096/RANJIT SINGH/PUNB0368283/ranjit74@paytm,TXN0272599,79.00,,3308961.52
28/07/2023,NEFT/1250301534/MEENA IYER/PUNB0368283/27227779214688,TXN0272600,,850.00,3309811.52
29/07/2023,UPI/CR/5207032679/RAVI KUMAR SHARMA/PUNB0368283/ravi345@paytm,TXN0272601,,500.00,3310311.52
29/07/2023,UPI/DR/7291937630/GEETA DEVI/PUNB0368283/geeta225@okhdfc,TXN0272602,249.00,,3310062.52
29/07/2023,NEFT/347420732254/RAVI KUMAR SHARMA/PUNB0368283/14478452720209,TXN0272603,1250.00,,3308812.52
29/07/2023,IMPS/P2P/13901062/PRAKASH RAO/7498522216,TXN0272604,,24000.00,3332812.52
30/07/2023,UPI/DR/56962135/GOPAL VERMA/PUNB0368283/gopal469@paytm,TXN0272605,3499.00,,3329313.52
30/07/2023,NEFT/853938027708/RAMESH PILLAI/PUNB0368283/03081214796899,TXN0272606,,11200.00,3340513.52
30/07/2023,NEFT/91253464/LATHA MURTHY/PUNB0368283/99858756712983,TXN0272607,850.00,,3339663.52
31/07/2023,CHQ NO 447889 CLEARING,TXN0272608,249.00,,3339414.52
31/07/2023,NEFT/10333908/PADMA RAO/PUNB0368283/01643797409078,TXN0272609,449.00,,3338965.52
31/07/2023,UPI/CR/7108201643/KAVYA REDDY/PUNB0368283/kavya58@oksbi,TXN0272610,,4800.00,3343765.52
31/07/2023,NEFT/90049749/SHEELA DEVI/PUNB0368283/63838854169287,TXN0272611,,1200.00,3344965.52
31/07/2023,UPI/CR/495291795437/LALITHA DEVI/PUNB0368283/lalitha898@okhdfc,TXN0272612,,2500.00,3347465.52
01/08/2023,UPI/DR/894169352862/SUNITA DEVI/PUNB0368283/sunita433@okaxis,TXN0272613,449.00,,3347016.52
01/08/2023,UPI/DR/9487392862/SHEELA DEVI/PUNB0368283/sheela333@ybl,TXN0272614,699.00,,3346317.52
03/08/2023,NEFT/4897398904/TANVI RAO/PUNB0368283/15201437824029,TXN0272615,449.00,,3345868.52
03/08/2023,UPI/CR/9004136600/SURESH NAIR/PUNB0368283/suresh692@okhdfc,TXN0272616,,24000.00,3369868.52
04/08/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272617,,1200.00,3371068.52
04/08/2023,NEFT/21534023/FATIMA SHEIKH/PUNB0368283/09617964010797,TXN0272618,310.00,,3370758.52
04/08/2023,UPI/CR/5477565944/FARHAN KHAN/PUNB0368283/farhan924@ybl,TXN0272619,,1200.00,3371958.52
05/08/2023,UPI/DR/773975559914/ARCHANA PILLAI/PUNB0368283/archana474@ybl,TXN0272620,699.00,,3371259.52
05/08/2023,ATM/WDL/85297484/HDFC ATM KORAMANGALA,TXN0272621,699.00,,3370560.52
05/08/2023,ATM/WDL/005175445615/SBI ATM JAYANAGAR BLR,TXN0272622,999.00,,3369561.52
05/08/2023,ATM/WDL/8754099973/SBI ATM JAYANAGAR BLR,TXN0272623,999.00,,3368562.52
06/08/2023,ATM/WDL/63524206/CANARA ATM MYSURU,TXN0272624,1250.00,,3367312.52
06/08/2023,NEFT/190382891826/ADITYA KUMAR/PUNB0368283/72083303341804,TXN0272625,7800.00,,3359512.52
07/08/2023,UPI/DR/1570033308/MALLIKA DAS/PUNB0368283/mallika574@okaxis,TXN0272626,49.00,,3359463.52
07/08/2023,UPI/CR/899575521290/ANITHA KRISHNAN/PUNB0368283/anitha904@paytm,TXN0272627,,850.00,3360313.52
07/08/2023,UPI/CR/263589182697/MOHAMMED IRFAN/PUNB0368283/mohammed843@okaxis,TXN0272628,,7600.00,3367913.52
08/08/2023,UPI/DR/773323089007/POOJA SHARMA/PUNB0368283/pooja455@okaxis,TXN0272629,2380.00,,3365533.52
08/08/2023,UPI/DR/671331119991/ROHIT SHARMA/PUNB0368283/rohit791@okaxis,TXN0272630,310.00,,3365223.52
10/08/2023,UPI/DR/4366131689/DEEPAK JOSHI/PUNB0368283/deepak511@okhdfc,TXN0272631,699.00,,3364524.52
11/08/2023,UPI/DR/463052786409/SURESH BABU/PUNB0368283/suresh851@okaxis,TXN0272632,310.00,,3364214.52
11/08/2023,UPI/CR/116196872827/PADMA RAO/PUNB0368283/padma294@okaxis,TXN0272633,,850.00,3365064.52
11/08/2023,IMPS/P2P/43330397/SHAHID KHAN/7393207262,TXN0272634,,11200.00,3376264.52
11/08/2023,UPI/CR/911230768386/GOPAL VERMA/PUNB0368283/gopal173@oksbi,TXN0272635,,1200.00,3377464.52
11/08/2023,IMPS/P2P/86238894/LATHA MURTHY/9557475364,TXN0272636,,18500.00,3395964.52
12/08/2023,CHQ NO 748235 CLEARING,TXN0272637,3499.00,,3392465.52
12/08/2023,IMPS/P2P/863797579251/NADIA HUSSAIN/9425746450,TXN0272638,,850.00,3393315.52
13/08/2023,UPI/DR/8838074507/MOHAMMED IRFAN/PUNB0368283/mohammed555@okaxis,TXN0272639,449.00,,3392866.52
13/08/2023,UPI/DR/59960259/KAVITHA RAO/PUNB0368283/kavitha44@oksbi,TXN0272640,5200.00,,3387666.52
13/08/2023,UPI/CR/52869633/KIRAN REDDY/PUNB0368283/kiran400@oksbi,TXN0272641,,24000.00,3411666.52
13/08/2023,CHQ NO 743295 CLEARING,TXN0272642,3499.00,,3408167.52
14/08/2023,NEFT/70295941/ANITHA KRISHNAN/PUNB0368283/86486520002310,TXN0272643,,2500.00,3410667.52
14/08/2023,UPI/DR/204885597689/SURESH NAIR/PUNB0368283/suresh137@okhdfc,TXN0272644,310.00,,3410357.52
15/08/2023,NEFT/83196554/ANAND KUMAR/PUNB0368283/35077533624753,TXN0272645,1680.00,,3408677.52
17/08/2023,CHQ NO 326035 CLEARING,TXN0272646,2380.00,,3406297.52
17/08/2023,NEFT/759869076470/MOHAN DAS/PUNB0368283/15140990704550,TXN0272647,5200.00,,3401097.52
17/08/2023,CHQ NO 890494 CLEARING,TXN0272648,449.00,,3400648.52
18/08/2023,ATM/WDL/809142121650/CANARA ATM MYSURU,TXN0272649,3499.00,,3397149.52
19/08/2023,UPI/DR/2985721059/MEERA PILLAI/PUNB0368283/meera313@okaxis,TXN0272650,699.00,,3396450.52
19/08/2023,UPI/DR/91581682/KAVERI MENON/PUNB0368283/kaveri436@okhdfc,TXN0272651,999.00,,3395451.52
19/08/2023,UPI/DR/8174679722/RAJESH VERMA/PUNB0368283/rajesh364@okhdfc,TXN0272652,999.00,,3394452.52
19/08/2023,CHQ NO 729154 CLEARING,TXN0272653,120.00,,3394332.52
19/08/2023,IMPS/P2P/7617851439/RAMESH PILLAI/7513426299,TXN0272654,,11200.00,3405532.52
20/08/2023,NEFT/935636061260/SHEELA DEVI/PUNB0368283/29116445364641,TXN0272655,699.00,,3404833.52
20/08/2023,NEFT/06453751/HARISH MENON/PUNB0368283/78778707051564,TXN0272656,,24000.00,3428833.52
20/08/2023,UPI/DR/3381568530/FATIMA SHEIKH/PUNB0368283/fatima872@ybl,TXN0272657,699.00,,3428134.52
20/08/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272658,,11200.00,3439334.52
20/08/2023,IMPS/P2P/307760704898/TARA SINGH/9279004216,TXN0272659,,11200.00,3450534.52
21/08/2023,NEFT/0093112835/GEETA DEVI/PUNB0368283/64588057410315,TXN0272660,449.00,,3450085.52
22/08/2023,IMPS/P2P/34158736/SAVITHA DEVI/9212924597,TXN0272661,,2500.00,3452585.52
22/08/2023,UPI/DR/809256556005/SANTOSH KUMAR/PUNB0368283/santosh342@oksbi,TXN0272662,79.00,,3452506.52
22/08/2023,NEFT/75088700/LATHA MURTHY/PUNB0368283/09404310196762,TXN0272663,,500.00,3453006.52
23/08/2023,UPI/DR/814781992052/FATIMA SHEIKH/PUNB0368283/fatima646@okhdfc,TXN0272664,1250.00,,3451756.52
23/08/2023,UPI/DR/000310478477/ADITYA KUMAR/PUNB0368283/aditya791@ybl,TXN0272665,699.00,,3451057.52
23/08/2023,NEFT/9811718752/ANAND KUMAR/PUNB0368283/50066465067281,TXN0272666,2380.00,,3448677.52
24/08/2023,UPI/DR/82892415/REKHA PILLAI/PUNB0368283/rekha91@oksbi,TXN0272667,79.00,,3448598.52
24/08/2023,NEFT/347559547805/SUSHMA RAO/PUNB0368283/86839233089326,TXN0272668,310.00,,3448288.52
25/08/2023,CHQ NO 353569 CLEARING,TXN0272669,2380.00,,3445908.52
25/08/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272670,,7600.00,3453508.52
25/08/2023,NEFT/580156288580/GEETA DEVI,TXN0272671,12000.00,,3441508.52
26/08/2023,UPI/CR/6788361641/HARISH MENON/PUNB0368283/harish810@oksbi,TXN0272672,,500.00,3442008.52
26/08/2023,NEFT/242505612856/MOHAN DAS/PUNB0368283/70042424823160,TXN0272673,,850.00,3442858.52
27/08/2023,IMPS/P2P/509307885363/MOHAMMED IRFAN/8756926752,TXN0272674,,2500.00,3445358.52
27/08/2023,NEFT/2890132253/LAKSHMI VENKAT/PUNB0368283/79944922873486,TXN0272675,,32000.00,3477358.52
27/08/2023,UPI/DR/2713268963/RAJENDRA PRASAD/PUNB0368283/rajendra729@okaxis,TXN0272676,850.00,,3476508.52
28/08/2023,UPI/DR/94263080/SHEELA DEVI/PUNB0368283/sheela745@paytm,TXN0272677,120.00,,3476388.52
28/08/2023,IMPS/P2P/03614019/MEENA IYER/7251408529,TXN0272678,,32000.00,3508388.52
28/08/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272679,,24000.00,3532388.52
28/08/2023,ATM/WDL/35782674/CANARA ATM MYSURU,TXN0272680,5200.00,,3527188.52
28/08/2023,REVERSAL-NEFT/PENDING_REV_48938558,TXN0272681,,12000.00,3539188.52
28/08/2023,IMPS/P2P/2542731810/RAMESH GOWDA/8641739873,TXN0272682,,850.00,3540038.52
30/08/2023,UPI/DR/471970122060/CHANDAN SHARMA/PUNB0368283/chandan362@okaxis,TXN0272683,120.00,,3539918.52
30/08/2023,UPI/CR/9390326607/AYESHA KHAN/PUNB0368283/ayesha861@ybl,TXN0272684,,1200.00,3541118.52
30/08/2023,UPI/DR/987974319223/SANTOSH KUMAR/PUNB0368283/santosh52@okhdfc,TXN0272685,999.00,,3540119.52
30/08/2023,UPI/DR/779367259079/DEEPA NAIR/PUNB0368283/deepa90@okaxis,TXN0272686,120.00,,3539999.52
01/09/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272687,,2500.00,3542499.52
01/09/2023,UPI/DR/58363942/LATHA MURTHY/PUNB0368283/latha425@oksbi,TXN0272688,79.00,,3542420.52
01/09/2023,CHQ NO 841701 CLEARING,TXN0272689,2380.00,,3540040.52
01/09/2023,CHQ NO 855900 CLEARING,TXN0272690,49.00,,3539991.52
02/09/2023,NEFT/533629085962/BINDHU NAIR/PUNB0368283/76970081150847,TXN0272691,5200.00,,3534791.52
02/09/2023,UPI/DR/954367026256/RAJESH VERMA/PUNB0368283/rajesh360@paytm,TXN0272692,1250.00,,3533541.52
02/09/2023,UPI/DR/101283756307/RAJESH VERMA/PUNB0368283/rajesh196@paytm,TXN0272693,7800.00,,3525741.52
02/09/2023,NEFT/08752731/SHAHID KHAN/PUNB0368283/59897489401805,TXN0272694,999.00,,3524742.52
02/09/2023,ATM/WDL/130629647144/SBI ATM JAYANAGAR BLR,TXN0272695,49.00,,3524693.52
02/09/2023,ATM/WDL/3512813146/SBI ATM JAYANAGAR BLR,TXN0272696,449.00,,3524244.52
04/09/2023,CHQ NO 876040 CLEARING,TXN0272697,699.00,,3523545.52
04/09/2023,NEFT/817779990404/USHA RANI/PUNB0368283/42808282272278,TXN0272698,,7600.00,3531145.52
04/09/2023,CHQ NO 028046 CLEARING,TXN0272699,49.00,,3531096.52
04/09/2023,NEFT/3724027252/CHANDAN SHARMA/PUNB0368283/23656305105755,TXN0272700,,18500.00,3549596.52
04/09/2023,IMPS/P2P/61475998/NADIA HUSSAIN/9566292080,TXN0272701,,24000.00,3573596.52
04/09/2023,UPI/CR/97262931/SURESH NAIR/PUNB0368283/suresh328@ybl,TXN0272702,,11200.00,3584796.52
04/09/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272703,,11200.00,3595996.52
04/09/2023,CHQ NO 943183 CLEARING,TXN0272704,850.00,,3595146.52
06/09/2023,NEFT/994745979028/AYESHA KHAN/PUNB0368283/84176783786601,TXN0272705,310.00,,3594836.52
06/09/2023,UPI/CR/2202035417/MOHAMMED IRFAN/PUNB0368283/mohammed692@oksbi,TXN0272706,,850.00,3595686.52
06/09/2023,UPI/DR/086112513005/DEEPAK JOSHI/PUNB0368283/deepak998@ybl,TXN0272707,999.00,,3594687.52
06/09/2023,UPI/DR/8040310954/ARJUN MEHTA/PUNB0368283/arjun880@okhdfc,TXN0272708,699.00,,3593988.52
07/09/2023,UPI/CR/385171420093/GANESH KUMAR/PUNB0368283/ganesh175@oksbi,TXN0272709,,32000.00,3625988.52
07/09/2023,UPI/DR/86271768/KARTHIK MENON/PUNB0368283/karthik521@okhdfc,TXN0272710,850.00,,3625138.52
08/09/2023,CHQ NO 775699 CLEARING,TXN0272711,120.00,,3625018.52
08/09/2023,ATM/WDL/5874328126/CANARA ATM MYSURU,TXN0272712,1250.00,,3623768.52
09/09/2023,CHQ NO 450634 CLEARING,TXN0272713,699.00,,3623069.52
10/09/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272714,,850.00,3623919.52
10/09/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272715,,1200.00,3625119.52
10/09/2023,NEFT/8856459431/CHANDAN SHARMA/PUNB0368283/74840054689596,TXN0272716,,24000.00,3649119.52
11/09/2023,CHQ NO 309916 CLEARING,TXN0272717,850.00,,3648269.52
11/09/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272718,,4800.00,3653069.52
12/09/2023,UPI/DR/978473539612/GEETA DEVI/PUNB0368283/geeta356@oksbi,TXN0272719,1680.00,,3651389.52
12/09/2023,NEFT/4027911214/KIRAN REDDY/PUNB0368283/35956539690405,TXN0272720,,24000.00,3675389.52
12/09/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272721,,2500.00,3677889.52
12/09/2023,IMPS/P2P/488566238498/KAVYA REDDY/9733848871,TXN0272722,,7600.00,3685489.52
12/09/2023,NEFT/924214361204/MEERA PILLAI/PUNB0368283/68510630894722,TXN0272723,1250.00,,3684239.52
12/09/2023,CHQ NO 216245 CLEARING,TXN0272724,449.00,,3683790.52
13/09/2023,IMPS/P2P/829782838012/SUNITA DEVI/8597606389,TXN0272725,,2500.00,3686290.52
13/09/2023,NEFT/5092542859/NADIA HUSSAIN/PUNB0368283/42339391825589,TXN0272726,,500.00,3686790.52
13/09/2023,IMPS/P2P/409458745086/TANVI RAO/9693062709,TXN0272727,,500.00,3687290.52
13/09/2023,UPI/DR/56885474/ANITHA KRISHNAN/PUNB0368283/anitha823@oksbi,TXN0272728,120.00,,3687170.52
13/09/2023,ATM/WDL/16303775/HDFC ATM KORAMANGALA,TXN0272729,999.00,,3686171.52
14/09/2023,IMPS/P2P/4938289414/RAJENDRA PRASAD/9181734992,TXN0272730,,11200.00,3697371.52
15/09/2023,UPI/DR/509446078561/DEEPA NAIR/PUNB0368283/deepa144@okaxis,TXN0272731,2380.00,,3694991.52
15/09/2023,CHQ NO 921158 CLEARING,TXN0272732,2380.00,,3692611.52
16/09/2023,UPI/DR/3274683351/BINDHU NAIR/PUNB0368283/bindhu301@okaxis,TXN0272733,120.00,,3692491.52
16/09/2023,CHQ NO 114737 CLEARING,TXN0272734,449.00,,3692042.52
17/09/2023,UPI/DR/0439855435/SUSHMA RAO/PUNB0368283/sushma601@ybl,TXN0272735,7800.00,,3684242.52
17/09/2023,UPI/DR/900509788025/NIKHIL GUPTA/PUNB0368283/nikhil332@oksbi,TXN0272736,120.00,,3684122.52
17/09/2023,UPI/DR/43051224/SHEELA DEVI/PUNB0368283/sheela559@ybl,TXN0272737,249.00,,3683873.52
18/09/2023,ATM/WDL/7445918343/SBI ATM JAYANAGAR BLR,TXN0272738,999.00,,3682874.52
18/09/2023,CHQ NO 511183 CLEARING,TXN0272739,7800.00,,3675074.52
19/09/2023,NEFT/0682247832/AYESHA KHAN/PUNB0368283/56970607585645,TXN0272740,120.00,,3674954.52
19/09/2023,CHQ NO 643168 CLEARING,TXN0272741,1250.00,,3673704.52
19/09/2023,UPI/DR/55483411/LATHA MURTHY/PUNB0368283/latha293@okaxis,TXN0272742,2380.00,,3671324.52
20/09/2023,UPI/DR/77470625/ARJUN MEHTA/PUNB0368283/arjun484@okaxis,TXN0272743,120.00,,3671204.52
20/09/2023,UPI/DR/29445808/VIKRAM NAIR/PUNB0368283/vikram424@okhdfc,TXN0272744,120.00,,3671084.52
21/09/2023,ATM/WDL/893554465344/HDFC ATM KORAMANGALA,TXN0272745,3499.00,,3667585.52
22/09/2023,UPI/DR/06551719/SNEHA PATIL/PUNB0368283/sneha175@oksbi,TXN0272746,5200.00,,3662385.52
22/09/2023,UPI/CR/605455296578/LATHA MURTHY/PUNB0368283/latha334@okaxis,TXN0272747,,11200.00,3673585.52
