Value Date,Transaction Date,Description,Withdrawal Amt (INR Dr),Deposit Amt (INR Cr),Closing Balance
15/09/2022,15/09/2022,UPI/DR/028809575038/IMRAN KHAN/HDFC0722665/imran193@ybl,699.00,,809939.21
15/09/2022,15/09/2022,IMPS/P2P/027614263786/RAJENDRA PRASAD/9020868711,,24000.00,833939.21
16/09/2022,16/09/2022,UPI/DR/60279140/DEEPA NAIR/HDFC0722665/deepa446@ybl,120.00,,833819.21
16/09/2022,16/09/2022,UPI/DR/4629349045/ARJUN MEHTA/HDFC0722665/arjun741@okhdfc,49.00,,833770.21
16/09/2022,16/09/2022,ATM/WDL/32052872/CANARA ATM MYSURU,310.00,,833460.21
16/09/2022,16/09/2022,CHQ NO 135902 CLEARING,79.00,,833381.21
16/09/2022,16/09/2022,ATM/WDL/14710963/CANARA ATM MYSURU,699.00,,832682.21
17/09/2022,17/09/2022,NEFT/84484837/NILESH KULKARNI/HDFC0722665/79957192180051,,7600.00,840282.21
17/09/2022,17/09/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,858782.21
17/09/2022,17/09/2022,ATM/WDL/914259792719/CANARA ATM MYSURU,7800.00,,850982.21
17/09/2022,17/09/2022,IMPS/P2P/36502103/FATIMA SHEIKH/9569281125,,2500.00,853482.21
18/09/2022,17/09/2022,UPI/DR/6856373279/MEENA IYER/HDFC0722665/meena867@oksbi,999.00,,852483.21
17/09/2022,17/09/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,863683.21
17/09/2022,17/09/2022,ATM/WDL/7727462588/HDFC ATM KORAMANGALA,120.00,,863563.21
17/09/2022,17/09/2022,UPI/CR/8072320212/DEEPAK JOSHI/HDFC0722665/deepak68@ybl,,7600.00,871163.21
18/09/2022,17/09/2022,NEFT/475510326020/KARTHIK MENON/HDFC0722665/89778624594153,,24000.00,895163.21
17/09/2022,17/09/2022,CHQ NO 784843 CLEARING,49.00,,895114.21
17/09/2022,17/09/2022,IMPS/P2P/33706844/USHA RANI/9041122697,,850.00,895964.21
17/09/2022,17/09/2022,UPI/CR/07411468/SANJANA HEGDE/HDFC0722665/sanjana245@okhdfc,,24000.00,919964.21
17/09/2022,17/09/2022,NEFT/45485610/PREETHI IYER/HDFC0722665/67399366892015,1250.00,,918714.21
18/09/2022,18/09/2022,ATM/WDL/85855702/SBI ATM JAYANAGAR BLR,999.00,,917715.21
18/09/2022,18/09/2022,IMPS/P2P/425463914425/SHAHID KHAN/7884532743,,1200.00,918915.21
18/09/2022,18/09/2022,UPI/DR/50963938/SUNITA DEVI/HDFC0722665/sunita642@okhdfc,310.00,,918605.21
18/09/2022,18/09/2022,UPI/DR/2298722264/ANAND KUMAR/HDFC0722665/anand273@okhdfc,79.00,,918526.21
18/09/2022,18/09/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,923326.21
19/09/2022,18/09/2022,UPI/DR/193247289203/SANTOSH KUMAR/HDFC0722665/santosh634@okhdfc,850.00,,922476.21
19/09/2022,18/09/2022,NEFT/6389431661/SNEHA PATIL/HDFC0722665/61298192366972,1680.00,,920796.21
18/09/2022,18/09/2022,ATM/WDL/12536804/CANARA ATM MYSURU,249.00,,920547.21
18/09/2022,18/09/2022,NEFT/954841445880/SNEHA PATIL/HDFC0722665/42646349135210,49.00,,920498.21
20/09/2022,19/09/2022,UPI/CR/083066857952/SANTOSH KUMAR/HDFC0722665/santosh801@okaxis,,11200.00,931698.21
20/09/2022,19/09/2022,UPI/CR/81979037/GEETA DEVI/HDFC0722665/geeta234@oksbi,,32000.00,963698.21
19/09/2022,19/09/2022,NEFT/71301381/TANVI RAO/HDFC0722665/48078202464357,49.00,,963649.21
21/09/2022,20/09/2022,ATM/WDL/6890170861/SBI ATM JAYANAGAR BLR,449.00,,963200.21
20/09/2022,20/09/2022,NEFT/4571512898/GEETA DEVI/HDFC0722665/26285717028147,,1200.00,964400.21
21/09/2022,20/09/2022,IMPS/P2P/748012199305/BINDHU NAIR/9475311361,,18500.00,982900.21
20/09/2022,20/09/2022,UPI/DR/188563843999/ARCHANA PILLAI/HDFC0722665/archana777@oksbi,7800.00,,975100.21
21/09/2022,21/09/2022,ATM/WDL/401571281305/CANARA ATM MYSURU,1680.00,,973420.21
22/09/2022,22/09/2022,ATM/WDL/68932351/SBI ATM JAYANAGAR BLR,449.00,,972971.21
23/09/2022,22/09/2022,NEFT/65289506/DEEPAK JOSHI/HDFC0722665/74447946464966,,32000.00,1004971.21
22/09/2022,22/09/2022,CHQ NO 862746 CLEARING,310.00,,1004661.21
22/09/2022,22/09/2022,NEFT/54766713/POOJA SHARMA/HDFC0722665/66921447088498,,7600.00,1012261.21
24/09/2022,23/09/2022,UPI/DR/348161951167/RESHMA KHAN/HDFC0722665/reshma703@paytm,850.00,,1011411.21
23/09/2022,23/09/2022,IMPS/P2P/99761436/IMRAN KHAN/9292424920,,18500.00,1029911.21
23/09/2022,23/09/2022,UPI/DR/70097946/RAMESH PILLAI/HDFC0722665/ramesh685@ybl,699.00,,1029212.21
23/09/2022,23/09/2022,UPI/DR/58043642/RAVI KUMAR SHARMA/HDFC0722665/ravi592@paytm,3499.00,,1025713.21
23/09/2022,23/09/2022,UPI/DR/517395103736/KIRAN REDDY/HDFC0722665/kiran307@okhdfc,3499.00,,1022214.21
24/09/2022,23/09/2022,UPI/DR/80080849/MOHAMMED IRFAN/HDFC0722665/mohammed875@paytm,850.00,,1021364.21
23/09/2022,23/09/2022,NEFT/66629740/MOHAN DAS/HDFC0722665/21340924394761,449.00,,1020915.21
24/09/2022,24/09/2022,NEFT/3311085040/ROHIT SHARMA/HDFC0722665/84051556536206,1250.00,,1019665.21
24/09/2022,24/09/2022,NEFT/651490680107/SANJANA HEGDE/HDFC0722665/17762052959068,,1200.00,1020865.21
24/09/2022,24/09/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,1039365.21
24/09/2022,24/09/2022,IMPS/P2P/382467539383/CHANDAN SHARMA/7467899185,,850.00,1040215.21
24/09/2022,24/09/2022,CHQ NO 749948 CLEARING,79.00,,1040136.21
25/09/2022,24/09/2022,NEFT/562618073683/POOJA SHARMA/HDFC0722665/64064051434285,,500.00,1040636.21
25/09/2022,24/09/2022,UPI/DR/92602948/LATHA MURTHY/HDFC0722665/latha267@okhdfc,449.00,,1040187.21
25/09/2022,25/09/2022,NEFT/75529210/DEEPAK JOSHI/HDFC0722665/07210055480937,1250.00,,1038937.21
25/09/2022,25/09/2022,UPI/DR/8228753731/BABU LAL/HDFC0722665/babu237@ybl,1680.00,,1037257.21
25/09/2022,25/09/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,1055757.21
25/09/2022,25/09/2022,CHQ NO 450889 CLEARING,120.00,,1055637.21
26/09/2022,25/09/2022,UPI/DR/547008882400/KIRAN REDDY/HDFC0722665/kiran176@okaxis,120.00,,1055517.21
26/09/2022,25/09/2022,UPI/DR/9599087952/SURESH BABU/HDFC0722665/suresh361@ybl,249.00,,1055268.21
25/09/2022,25/09/2022,UPI/DR/91648041/MOHAN DAS/HDFC0722665/mohan345@ybl,120.00,,1055148.21
25/09/2022,25/09/2022,IMPS/P2P/5228118207/VENKAT RAO/9040451853,,24000.00,1079148.21
26/09/2022,25/09/2022,NEFT/22175831/REKHA PILLAI/HDFC0722665/78747927658309,1250.00,,1077898.21
26/09/2022,26/09/2022,NEFT/970422001146/SNEHA PATIL/HDFC0722665/01454878424820,7800.00,,1070098.21
27/09/2022,26/09/2022,IMPS/P2P/9406067824/POOJA SHARMA/8650030059,,32000.00,1102098.21
26/09/2022,26/09/2022,UPI/DR/88087072/TANVI RAO/HDFC0722665/tanvi322@oksbi,3499.00,,1098599.21
26/09/2022,26/09/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,1099449.21
27/09/2022,26/09/2022,NEFT/366673441697/MALLIKA DAS/HDFC0722665/03013785721117,,4800.00,1104249.21
27/09/2022,26/09/2022,NEFT/3939704662/TANVI RAO/HDFC0722665/92672350045724,249.00,,1104000.21
27/09/2022,26/09/2022,NEFT/998332236743/MEENA IYER/HDFC0722665/44850235720510,7800.00,,1096200.21
27/09/2022,27/09/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,1114700.21
28/09/2022,27/09/2022,NEFT/560278565116/ROHIT SHARMA/HDFC0722665/86182320704891,,850.00,1115550.21
27/09/2022,27/09/2022,ATM/WDL/88979731/SBI ATM JAYANAGAR BLR,310.00,,1115240.21
28/09/2022,28/09/2022,UPI/DR/1337197398/GANESH KUMAR/HDFC0722665/ganesh70@oksbi,249.00,,1114991.21
28/09/2022,28/09/2022,CHQ NO 533441 CLEARING,310.00,,1114681.21
28/09/2022,28/09/2022,NEFT/5157235760/NIKHIL GUPTA/HDFC0722665/80564363654424,,1200.00,1115881.21
28/09/2022,28/09/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,1123481.21
28/09/2022,28/09/2022,UPI/CR/2788472342/SANJANA HEGDE/HDFC0722665/sanjana646@oksbi,,2500.00,1125981.21
28/09/2022,28/09/2022,UPI/DR/23460343/ARUN SHARMA/HDFC0722665/arun864@okaxis,850.00,,1125131.21
29/09/2022,29/09/2022,UPI/DR/9012090922/DIVYA MENON/HDFC0722665/divya786@okhdfc,850.00,,1124281.21
30/09/2022,29/09/2022,NEFT/558079299093/RESHMA KHAN/HDFC0722665/57500775832826,1680.00,,1122601.21
29/09/2022,29/09/2022,UPI/DR/310857396381/GOPAL VERMA/HDFC0722665/gopal320@ybl,449.00,,1122152.21
29/09/2022,29/09/2022,UPI/DR/2223092167/SHAHID KHAN/HDFC0722665/shahid980@paytm,449.00,,1121703.21
29/09/2022,29/09/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,1132903.21
29/09/2022,29/09/2022,CHQ NO 137355 CLEARING,850.00,,1132053.21
30/09/2022,29/09/2022,UPI/DR/466924196362/DEEPAK JOSHI/HDFC0722665/deepak839@paytm,310.00,,1131743.21
30/09/2022,30/09/2022,IMPS/P2P/08406127/ARJUN MEHTA/7474965037,,11200.00,1142943.21
01/10/2022,30/09/2022,UPI/DR/95825091/ARCHANA PILLAI/HDFC0722665/archana650@okaxis,699.00,,1142244.21
01/10/2022,30/09/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,1153444.21
30/09/2022,30/09/2022,UPI/DR/40013405/FARHAN KHAN/HDFC0722665/farhan621@oksbi,1250.00,,1152194.21
30/09/2022,30/09/2022,UPI/CR/371760244772/PRIYA NAIR/HDFC0722665/priya298@okhdfc,,18500.00,1170694.21
30/09/2022,30/09/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,1178294.21
01/10/2022,01/10/2022,NEFT/034657343538/PADMA RAO/HDFC0722665/41407162243693,249.00,,1178045.21
01/10/2022,01/10/2022,NEFT/119967693500/ARCHANA PILLAI/HDFC0722665/09069830210720,1250.00,,1176795.21
01/10/2022,01/10/2022,NEFT/9563513549/GEETA DEVI/HDFC0722665/79588990469180,5200.00,,1171595.21
01/10/2022,01/10/2022,CHQ NO 802903 CLEARING,79.00,,1171516.21
02/10/2022,02/10/2022,UPI/DR/75127015/LATHA MURTHY/HDFC0722665/latha252@okaxis,999.00,,1170517.21
02/10/2022,02/10/2022,UPI/DR/0224938880/SNEHA PATIL/HDFC0722665/sneha386@oksbi,310.00,,1170207.21
02/10/2022,02/10/2022,ATM/WDL/675252220471/SBI ATM JAYANAGAR BLR,449.00,,1169758.21
03/10/2022,02/10/2022,UPI/CR/57242558/PREETHI IYER/HDFC0722665/preethi197@ybl,,32000.00,1201758.21
02/10/2022,02/10/2022,NEFT/293825212279/TARA SINGH/HDFC0722665/04211926602495,79.00,,1201679.21
02/10/2022,02/10/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,1202879.21
03/10/2022,02/10/2022,NEFT/58081842/ADITYA KUMAR/HDFC0722665/54326054815059,249.00,,1202630.21
02/10/2022,02/10/2022,IMPS/P2P/91993864/BINDHU NAIR/9217919455,,32000.00,1234630.21
03/10/2022,03/10/2022,NEFT/065285254522/KAVYA REDDY/HDFC0722665/34866366406263,,11200.00,1245830.21
04/10/2022,03/10/2022,IMPS/P2P/4386734688/VIKRAM NAIR/9070343391,,2500.00,1248330.21
03/10/2022,03/10/2022,CHQ NO 723308 CLEARING,249.00,,1248081.21
03/10/2022,03/10/2022,IMPS/P2P/78817900/RESHMA KHAN/7647949404,,7600.00,1255681.21
04/10/2022,04/10/2022,UPI/DR/33537700/NADIA HUSSAIN/HDFC0722665/nadia552@oksbi,249.00,,1255432.21
05/10/2022,04/10/2022,IMPS/P2P/356662566089/ROHIT SHARMA/8478838561,,500.00,1255932.21
05/10/2022,04/10/2022,UPI/DR/7725905178/ARUN SHARMA/HDFC0722665/arun152@paytm,850.00,,1255082.21
04/10/2022,04/10/2022,UPI/DR/06194183/ROHIT SHARMA/HDFC0722665/rohit952@paytm,7800.00,,1247282.21
04/10/2022,04/10/2022,IMPS/P2P/989878238004/ARUN SHARMA/7446275008,,850.00,1248132.21
04/10/2022,04/10/2022,UPI/DR/02892033/BINDHU NAIR/HDFC0722665/bindhu51@ybl,79.00,,1248053.21
04/10/2022,04/10/2022,ATM/WDL/12875263/HDFC ATM KORAMANGALA,79.00,,1247974.21
04/10/2022,04/10/2022,UPI/CR/3980676459/POOJA SHARMA/HDFC0722665/pooja607@paytm,,4800.00,1252774.21
05/10/2022,05/10/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,1255274.21
06/10/2022,05/10/2022,UPI/DR/4805866933/LALITHA DEVI/HDFC0722665/lalitha565@okhdfc,310.00,,1254964.21
05/10/2022,05/10/2022,UPI/DR/0017438361/HARISH MENON/HDFC0722665/harish94@okaxis,7800.00,,1247164.21
06/10/2022,06/10/2022,CHQ NO 151338 CLEARING,79.00,,1247085.21
06/10/2022,06/10/2022,UPI/DR/468396611141/RAMESH GOWDA/HDFC0722665/ramesh174@paytm,850.00,,1246235.21
06/10/2022,06/10/2022,NEFT/6008222415/GANESH KUMAR/HDFC0722665/39376942233421,,32000.00,1278235.21
06/10/2022,06/10/2022,NEFT/2649647891/PRIYA NAIR/HDFC0722665/81780889508488,,4800.00,1283035.21
08/10/2022,07/10/2022,CHQ NO 446945 CLEARING,850.00,,1282185.21
07/10/2022,07/10/2022,IMPS/P2P/692959773251/GEETA DEVI/9285286614,,11200.00,1293385.21
07/10/2022,07/10/2022,NEFT/401215587263/SAVITHA DEVI/HDFC0722665/34396889853703,79.00,,1293306.21
07/10/2022,07/10/2022,NEFT/1240895482/NILESH KULKARNI/HDFC0722665/73580478921647,,11200.00,1304506.21
07/10/2022,07/10/2022,IMPS/P2P/665116075954/NAVEEN KUMAR/9999174157,,24000.00,1328506.21
07/10/2022,07/10/2022,ATM/WDL/3420358033/HDFC ATM KORAMANGALA,49.00,,1328457.21
07/10/2022,07/10/2022,UPI/DR/589763717975/SUSHMA RAO/HDFC0722665/sushma640@ybl,699.00,,1327758.21
08/10/2022,08/10/2022,UPI/DR/6224458954/LALITHA DEVI/HDFC0722665/lalitha457@okhdfc,2380.00,,1325378.21
08/10/2022,08/10/2022,NEFT/9360289828/MOHAN DAS/HDFC0722665/12272001472974,850.00,,1324528.21
08/10/2022,08/10/2022,UPI/DR/1584589914/RAMESH PILLAI/HDFC0722665/ramesh157@okaxis,449.00,,1324079.21
08/10/2022,08/10/2022,IMPS/P2P/72377352/MOHAN DAS/8581490919,,11200.00,1335279.21
08/10/2022,08/10/2022,UPI/DR/00793677/HARISH MENON/HDFC0722665/harish634@oksbi,699.00,,1334580.21
08/10/2022,08/10/2022,UPI/CR/224825503935/TARA SINGH/HDFC0722665/tara698@paytm,,32000.00,1366580.21
08/10/2022,08/10/2022,UPI/DR/542862409523/RANJIT SINGH/HDFC0722665/ranjit117@ybl,7800.00,,1358780.21
08/10/2022,08/10/2022,NEFT/629292477660/USHA RANI/HDFC0722665/62266237904372,449.00,,1358331.21
08/10/2022,08/10/2022,UPI/DR/614026094707/KAVITHA RAO/HDFC0722665/kavitha753@paytm,7800.00,,1350531.21
10/10/2022,09/10/2022,ATM/WDL/881011569106/SBI ATM JAYANAGAR BLR,5200.00,,1345331.21
10/10/2022,09/10/2022,UPI/DR/983955560080/KAVERI MENON/HDFC0722665/kaveri759@ybl,999.00,,1344332.21
09/10/2022,09/10/2022,NEFT/67328632/VINAY PATIL/HDFC0722665/69498210694137,49.00,,1344283.21
09/10/2022,09/10/2022,IMPS/P2P/06391315/PRIYA NAIR/7492477163,,2500.00,1346783.21
09/10/2022,09/10/2022,IMPS/P2P/738183427808/KAVERI MENON/9994811880,,18500.00,1365283.21
09/10/2022,09/10/2022,ATM/WDL/465533289818/CANARA ATM MYSURU,449.00,,1364834.21
10/10/2022,09/10/2022,UPI/CR/7153523418/NIKHIL GUPTA/HDFC0722665/nikhil741@okaxis,,500.00,1365334.21
09/10/2022,09/10/2022,NEFT/716528775529/GEETA DEVI/HDFC0722665/97841684482431,,4800.00,1370134.21
10/10/2022,10/10/2022,NEFT/76655994/MEERA PILLAI/HDFC0722665/09778911953804,449.00,,1369685.21
10/10/2022,10/10/2022,CHQ NO 893769 CLEARING,699.00,,1368986.21
10/10/2022,10/10/2022,UPI/DR/033775569158/SANTOSH KUMAR/HDFC0722665/santosh472@ybl,1250.00,,1367736.21
11/10/2022,10/10/2022,UPI/DR/833195802469/ANAND KUMAR/HDFC0722665/anand411@ybl,310.00,,1367426.21
10/10/2022,10/10/2022,UPI/DR/8683419674/IMRAN KHAN/HDFC0722665/imran930@okaxis,310.00,,1367116.21
10/10/2022,10/10/2022,UPI/DR/090541831877/TANVI RAO/HDFC0722665/tanvi315@paytm,699.00,,1366417.21
10/10/2022,10/10/2022,UPI/DR/7146627040/BABU LAL/HDFC0722665/babu310@oksbi,5200.00,,1361217.21
11/10/2022,11/10/2022,NEFT/62210321/BABU LAL/HDFC0722665/66496419589551,,32000.00,1393217.21
11/10/2022,11/10/2022,ATM/WDL/5366987308/SBI ATM JAYANAGAR BLR,1250.00,,1391967.21
12/10/2022,11/10/2022,NEFT/953894577388/ADITYA KUMAR/HDFC0722665/10809060257782,1680.00,,1390287.21
12/10/2022,11/10/2022,CHQ NO 050243 CLEARING,5200.00,,1385087.21
11/10/2022,11/10/2022,CHQ NO 802206 CLEARING,310.00,,1384777.21
12/10/2022,12/10/2022,NEFT/69885455/SUNITA DEVI/HDFC0722665/76313606518979,,2500.00,1387277.21
12/10/2022,12/10/2022,NEFT/4432167698/FARHAN KHAN/HDFC0722665/93670457012778,,32000.00,1419277.21
12/10/2022,12/10/2022,ATM/WDL/7206890560/SBI ATM JAYANAGAR BLR,310.00,,1418967.21
12/10/2022,12/10/2022,ATM/WDL/219857971439/HDFC ATM KORAMANGALA,449.00,,1418518.21
13/10/2022,12/10/2022,UPI/CR/160899001469/NADIA HUSSAIN/HDFC0722665/nadia710@okhdfc,,2500.00,1421018.21
12/10/2022,12/10/2022,UPI/DR/8001012910/FATIMA SHEIKH/HDFC0722665/fatima922@ybl,249.00,,1420769.21
13/10/2022,13/10/2022,UPI/DR/3261826352/LAKSHMI VENKAT/HDFC0722665/lakshmi71@paytm,1250.00,,1419519.21
13/10/2022,13/10/2022,CHQ NO 017560 CLEARING,7800.00,,1411719.21
14/10/2022,14/10/2022,IMPS/P2P/720053975650/NADIA HUSSAIN/8551119634,,2500.00,1414219.21
14/10/2022,14/10/2022,IMPS/P2P/77951684/ARCHANA PILLAI/9254817714,,850.00,1415069.21
14/10/2022,14/10/2022,UPI/DR/1054570909/CHANDAN SHARMA/HDFC0722665/chandan182@paytm,7800.00,,1407269.21
14/10/2022,14/10/2022,NEFT/85040120/VENKAT RAO/HDFC0722665/21982536821385,,7600.00,1414869.21
14/10/2022,14/10/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,1415719.21
15/10/2022,15/10/2022,ATM/WDL/375430627948/HDFC ATM KORAMANGALA,310.00,,1415409.21
15/10/2022,15/10/2022,CHQ NO 676060 CLEARING,850.00,,1414559.21
15/10/2022,15/10/2022,ATM/WDL/376992166181/SBI ATM JAYANAGAR BLR,49.00,,1414510.21
16/10/2022,15/10/2022,IMPS/P2P/6475855316/TARA SINGH/8895191222,,1200.00,1415710.21
16/10/2022,16/10/2022,CHQ NO 380755 CLEARING,79.00,,1415631.21
17/10/2022,16/10/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,1418131.21
16/10/2022,16/10/2022,UPI/DR/60807289/MEERA PILLAI/HDFC0722665/meera729@okhdfc,79.00,,1418052.21
18/10/2022,17/10/2022,CHQ NO 432951 CLEARING,1680.00,,1416372.21
17/10/2022,17/10/2022,UPI/DR/787955442970/SURESH NAIR/HDFC0722665/suresh503@okaxis,7800.00,,1408572.21
17/10/2022,17/10/2022,CHQ NO 395142 CLEARING,7800.00,,1400772.21
18/10/2022,18/10/2022,IMPS/P2P/1610592857/ARCHANA PILLAI/8123444000,,18500.00,1419272.21
19/10/2022,18/10/2022,UPI/DR/09318240/LATHA MURTHY/HDFC0722665/latha824@oksbi,249.00,,1419023.21
18/10/2022,18/10/2022,UPI/DR/844468763265/POOJA SHARMA/HDFC0722665/pooja595@ybl,449.00,,1418574.21
19/10/2022,18/10/2022,IMPS/P2P/80067643/VIKRAM NAIR/9884276177,,24000.00,1442574.21
18/10/2022,18/10/2022,NEFT/7401732655/ANAND KUMAR/HDFC0722665/14365850902466,,7600.00,1450174.21
20/10/2022,19/10/2022,UPI/CR/47686863/RAHUL SINGH/HDFC0722665/rahul601@paytm,,850.00,1451024.21
20/10/2022,19/10/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,1453524.21
20/10/2022,19/10/2022,NEFT/105381082865/VENKAT RAO/HDFC0722665/11727361057804,,2500.00,1456024.21
20/10/2022,19/10/2022,CHQ NO 046119 CLEARING,1250.00,,1454774.21
20/10/2022,20/10/2022,IMPS/P2P/00002338/CHANDAN SHARMA/8790963014,,1200.00,1455974.21
21/10/2022,20/10/2022,NEFT/57450929/NILESH KULKARNI/HDFC0722665/19633982869446,850.00,,1455124.21
20/10/2022,20/10/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,1487124.21
20/10/2022,20/10/2022,NEFT/566191481667/ANITHA KRISHNAN/HDFC0722665/85853985530649,,4800.00,1491924.21
20/10/2022,20/10/2022,UPI/DR/9046206157/KAVYA REDDY/HDFC0722665/kavya836@okhdfc,1250.00,,1490674.21
20/10/2022,20/10/2022,CHQ NO 381741 CLEARING,49.00,,1490625.21
20/10/2022,20/10/2022,UPI/DR/441484559815/RAHUL SINGH/HDFC0722665/rahul296@okaxis,3499.00,,1487126.21
20/10/2022,20/10/2022,ATM/WDL/43689338/CANARA ATM MYSURU,699.00,,1486427.21
21/10/2022,20/10/2022,UPI/DR/570782116423/LALITHA DEVI/HDFC0722665/lalitha45@okhdfc,310.00,,1486117.21
21/10/2022,21/10/2022,UPI/CR/063007628062/PRIYA NAIR/HDFC0722665/priya726@okaxis,,11200.00,1497317.21
21/10/2022,21/10/2022,UPI/DR/4952767688/SAVITHA DEVI/HDFC0722665/savitha333@oksbi,3499.00,,1493818.21
21/10/2022,21/10/2022,UPI/CR/6844340839/GOPAL VERMA/HDFC0722665/gopal638@okaxis,,18500.00,1512318.21
22/10/2022,21/10/2022,CHQ NO 419201 CLEARING,49.00,,1512269.21
21/10/2022,21/10/2022,UPI/DR/916309430610/VINAY PATIL/HDFC0722665/vinay187@paytm,449.00,,1511820.21
21/10/2022,21/10/2022,UPI/DR/705355491242/RAMESH PILLAI/HDFC0722665/ramesh458@oksbi,5200.00,,1506620.21
22/10/2022,22/10/2022,UPI/DR/8671844153/SURESH NAIR/HDFC0722665/suresh138@okaxis,249.00,,1506371.21
22/10/2022,22/10/2022,UPI/CR/46986162/IMRAN KHAN/HDFC0722665/imran598@oksbi,,2500.00,1508871.21
22/10/2022,22/10/2022,IMPS/P2P/6975158987/ARJUN MEHTA/7219792213,,24000.00,1532871.21
22/10/2022,22/10/2022,UPI/DR/493269451392/NADIA HUSSAIN/HDFC0722665/nadia586@ybl,310.00,,1532561.21
22/10/2022,22/10/2022,NEFT/6184401107/KIRAN REDDY/HDFC0722665/94623361056987,,500.00,1533061.21
22/10/2022,22/10/2022,IMPS/P2P/834358798356/SMITHA PILLAI/8337355353,,18500.00,1551561.21
22/10/2022,22/10/2022,UPI/DR/4240614442/FARHAN KHAN/HDFC0722665/farhan472@ybl,5200.00,,1546361.21
23/10/2022,23/10/2022,NEFT/28480945/FATIMA SHEIKH/HDFC0722665/38702107662329,2380.00,,1543981.21
23/10/2022,23/10/2022,CHQ NO 923885 CLEARING,5200.00,,1538781.21
24/10/2022,23/10/2022,UPI/DR/8469995466/KAVITHA RAO/HDFC0722665/kavitha575@oksbi,850.00,,1537931.21
24/10/2022,23/10/2022,NEFT/556435899537/KIRAN REDDY/HDFC0722665/38174390282678,,32000.00,1569931.21
23/10/2022,23/10/2022,NEFT/52359175/MOHAN DAS/HDFC0722665/01206104705698,699.00,,1569232.21
24/10/2022,24/10/2022,UPI/DR/473555329690/SUSHMA RAO/HDFC0722665/sushma942@paytm,699.00,,1568533.21
25/10/2022,24/10/2022,UPI/CR/421144635943/FATIMA SHEIKH/HDFC0722665/fatima572@ybl,,850.00,1569383.21
24/10/2022,24/10/2022,IMPS/P2P/3904384170/GEETA DEVI/9478674392,,18500.00,1587883.21
24/10/2022,24/10/2022,NEFT/078179578819/CHANDAN SHARMA/HDFC0722665/60382511668894,120.00,,1587763.21
24/10/2022,24/10/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,1590263.21
25/10/2022,25/10/2022,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,1595063.21
26/10/2022,26/10/2022,UPI/DR/12548299/SUNITA DEVI/HDFC0722665/sunita111@oksbi,3499.00,,1591564.21
26/10/2022,26/10/2022,UPI/DR/8624241988/SANTOSH KUMAR/HDFC0722665/santosh877@okhdfc,850.00,,1590714.21
27/10/2022,26/10/2022,UPI/DR/592295504635/SHAHID KHAN/HDFC0722665/shahid455@paytm,449.00,,1590265.21
27/10/2022,26/10/2022,NEFT/104230735148/KARTHIK MENON/HDFC0722665/79415894130601,310.00,,1589955.21
26/10/2022,26/10/2022,ATM/WDL/380242327111/CANARA ATM MYSURU,2380.00,,1587575.21
28/10/2022,27/10/2022,IMPS/P2P/462042035521/KAVITHA RAO/7040625093,,1200.00,1588775.21
28/10/2022,27/10/2022,ATM/WDL/4313971023/CANARA ATM MYSURU,5200.00,,1583575.21
27/10/2022,27/10/2022,IMPS/P2P/60583485/ROHIT SHARMA/8393070722,,7600.00,1591175.21
27/10/2022,27/10/2022,UPI/DR/4689318626/SHEELA DEVI/HDFC0722665/sheela810@oksbi,120.00,,1591055.21
27/10/2022,27/10/2022,ATM/WDL/996665386088/CANARA ATM MYSURU,310.00,,1590745.21
28/10/2022,27/10/2022,ATM/WDL/788677776155/HDFC ATM KORAMANGALA,7800.00,,1582945.21
28/10/2022,27/10/2022,CHQ NO 282938 CLEARING,999.00,,1581946.21
